Sample in Buffer,Sample in Window,TRIGGER,data_out_valid,data_out_Q[15:0],data_out_I[15:0],out_valid,div[15:0],yq[17:0],yi[17:0],fir_data_Q[15:0],fir_data_I[15:0],adc_valid,adc_data_q1[11:0],adc_data_i1[11:0],w[15:0],e[15:0],u[15:0],clk_4MHz,<const0>_1,<const0>_2,<const0>_3,<const0>_4,<const0>_5,<const0>_6,<const0>_7,<const0>_8,<const0>_9,<const0>_10,<const0>_11,<const0>_12,<const0>_13,<const0>_14,<const0>_15,<const0>_16,<const0>_17,<const0>_18,<const0>_19,<const0>_20,<const0>_21,<const0>_22,<const0>_23,<const0>
386,386,0,0,5029,-6451,1,1961,12285,-15279,-11925,a20f,0,-229,-1178,4000,0000,3c2c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,387,0,0,5029,-6451,1,1961,12285,-15279,-11925,a20f,1,-430,-979,4000,0000,3c2c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,388,0,0,5029,-6451,1,1961,12285,-15279,-10333,a453,0,-430,-979,4000,0000,3c2c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,389,0,0,5029,-6451,1,1961,12285,-15279,-10333,a453,1,-667,-760,4000,0000,3c2c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,390,0,0,5029,-6451,0,1961,12285,-15279,-7507,a868,0,-667,-760,4000,0000,410c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,391,0,0,5029,-6451,0,1961,12285,-15279,-7507,a868,1,-912,-535,4000,0000,410c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,392,0,0,795,-815,0,1961,12285,-15279,-3625,ae2f,0,-912,-535,4000,0000,410c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,393,0,0,795,-815,0,1961,12285,-15279,-3625,ae2f,1,-1134,-320,4000,0000,410c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,394,0,0,795,-815,0,1961,12285,-15279,1046,b577,0,-1134,-320,4000,a820,410c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,395,0,0,795,-815,0,1961,12285,-15279,1046,b577,1,-1316,-126,4000,a820,410c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,396,0,0,795,-815,0,1961,12285,-15279,6149,bdfa,0,-1316,-126,4000,a820,410c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,397,0,0,795,-815,0,1961,12285,-15279,6149,bdfa,1,-1449,38,4000,a820,410c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,398,0,0,795,-815,0,1961,12285,-15279,11254,c75f,0,-1449,38,4000,a820,410c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,399,0,0,795,-815,0,1961,12285,-15279,11254,c75f,1,-1534,172,4000,a820,410c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,400,0,1,795,-815,0,1961,12285,-15279,15872,d139,0,-1534,172,4000,a820,410c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,401,0,0,795,-815,0,1961,12285,-15279,15872,d139,1,-1578,277,4000,a820,410c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,402,0,0,795,-815,1,1961,295,2309,19503,db15,0,-1578,277,3ea0,0000,410c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,403,0,0,795,-815,1,1961,295,2309,19503,db15,1,-1589,358,3ea0,0000,410c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,404,0,0,795,-815,1,1961,295,2309,21691,e47c,0,-1589,358,3ea0,0000,410c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,405,0,0,795,-815,1,1961,295,2309,21691,e47c,1,-1576,420,3ea0,0000,410c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,406,0,0,795,-815,0,1961,295,2309,22085,ed01,0,-1576,420,3ea0,0000,410c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,407,0,0,795,-815,0,1961,295,2309,22085,ed01,1,-1545,451,3ea0,0000,410c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,408,0,0,-5201,6209,0,1961,295,2309,20500,f451,0,-1545,451,3ea0,0000,410c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,409,0,0,-5201,6209,0,1961,295,2309,20500,f451,1,-1502,438,3ea0,0000,410c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,410,0,0,-5201,6209,0,1961,295,2309,16964,fa36,0,-1502,438,3ea0,0000,410c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,411,0,0,-5201,6209,0,1961,295,2309,16964,fa36,1,-1452,370,3ea0,0000,410c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,412,0,0,-5201,6209,0,1961,295,2309,11736,fe9f,0,-1452,370,3ea0,0000,410c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,413,0,0,-5201,6209,0,1961,295,2309,11736,fe9f,1,-1397,244,3ea0,0000,410c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,414,0,0,-5201,6209,0,1961,295,2309,5299,01a2,0,-1397,244,3ea0,0122,468c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,415,0,0,-5201,6209,0,1961,295,2309,5299,01a2,1,-1335,55,3ea0,0122,468c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,416,0,1,-5201,6209,0,1961,295,2309,-1685,0374,0,-1335,55,3ea0,0122,468c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,417,0,0,-5201,6209,0,1961,295,2309,-1685,0374,1,-1260,-197,3ea0,0122,468c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,418,0,0,-5201,6209,1,1961,-7118,887,-8445,0460,0,-1260,-197,4004,0000,468c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,419,0,0,-5201,6209,1,1961,-7118,887,-8445,0460,1,-1166,-497,4004,0000,468c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,420,0,0,-5201,6209,1,1961,-7118,887,-14200,04ba,0,-1166,-497,4004,0000,468c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,421,0,0,-5201,6209,1,1961,-7118,887,-14200,04ba,1,-1045,-813,4004,0000,468c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,422,0,0,-5201,6209,0,1961,-7118,887,-18262,04cc,0,-1045,-813,4004,0000,4c0c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,423,0,0,-5201,6209,0,1961,-7118,887,-18262,04cc,1,-893,-1106,4004,0000,4c0c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,424,0,0,-3359,-1308,0,1961,-7118,887,-20134,04cf,0,-893,-1106,4004,0000,4c0c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,425,0,0,-3359,-1308,0,1961,-7118,887,-20134,04cf,1,-712,-1345,4004,0000,4c0c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,426,0,0,-3359,-1308,0,1961,-7118,887,-19578,04db,0,-712,-1345,4004,51ba,4c0c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,427,0,0,-3359,-1308,0,1961,-7118,887,-19578,04db,1,-511,-1504,4004,51ba,4c0c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,428,0,0,-3359,-1308,0,1961,-7118,887,-16658,04e7,0,-511,-1504,4004,51ba,4c0c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,429,0,0,-3359,-1308,0,1961,-7118,887,-16658,04e7,1,-290,-1570,4004,51ba,4c0c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,430,0,0,-3359,-1308,0,1961,-7118,887,-11732,04cb,0,-290,-1570,4004,e9a4,4bfc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,431,0,0,-3359,-1308,0,1961,-7118,887,-11732,04cb,1,-45,-1535,4004,e9a4,4bfc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,432,0,1,-3359,-1308,0,1961,-7118,887,-5401,0446,0,-45,-1535,4004,e9a4,4bfc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,433,0,0,-3359,-1308,0,1961,-7118,887,-5401,0446,1,224,-1395,4004,e9a4,4bfc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,434,0,0,-3359,-1308,1,1961,18888,-10463,1564,0308,0,224,-1395,3fa6,0000,4bfc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,435,0,0,-3359,-1308,1,1961,18888,-10463,1564,0308,1,504,-1159,3fa6,0000,4bfc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,436,0,0,-3359,-1308,1,1961,18888,-10463,8337,00c5,0,504,-1159,3fa6,0000,4bfc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,437,0,0,-3359,-1308,1,1961,18888,-10463,8337,00c5,1,775,-852,3fa6,0000,4bfc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,438,0,0,-3359,-1308,0,1961,18888,-10463,14143,fd40,0,775,-852,3fa6,0000,4bec,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,439,0,0,-3359,-1308,0,1961,18888,-10463,14143,fd40,1,1011,-522,3fa6,0000,4bec,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,440,0,0,-5697,-426,0,1961,18888,-10463,18364,f854,0,1011,-522,3fa6,0000,4bec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,441,0,0,-5697,-426,0,1961,18888,-10463,18364,f854,1,1194,-226,3fa6,0000,4bec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,442,0,0,-5697,-426,0,1961,18888,-10463,20612,f1fc,0,1194,-226,3fa6,203a,4bec,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,443,0,0,-5697,-426,0,1961,18888,-10463,20612,f1fc,1,1312,-12,3fa6,203a,4bec,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,444,0,0,-5697,-426,0,1961,18888,-10463,20774,ea56,0,1312,-12,3fa6,203a,4bec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,445,0,0,-5697,-426,0,1961,18888,-10463,20774,ea56,1,1365,89,3fa6,203a,4bec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,446,0,0,-5697,-426,0,1961,18888,-10463,19006,e19e,0,1365,89,3fa6,203a,4d54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,447,0,0,-5697,-426,0,1961,18888,-10463,19006,e19e,1,1356,62,3fa6,203a,4d54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,448,0,1,-5697,-426,0,1961,18888,-10463,15694,d826,0,1356,62,3fa6,203a,4d54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,449,0,0,-5697,-426,0,1961,18888,-10463,15694,d826,1,1280,-92,3fa6,203a,4d54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,450,0,0,-5697,-426,1,1961,-12830,-24391,11385,ce50,0,1280,-92,4080,0000,4d54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,451,0,0,-5697,-426,1,1961,-12830,-24391,11385,ce50,1,1134,-351,4080,0000,4d54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,452,0,0,-5697,-426,1,1961,-12830,-24391,6690,c485,0,1134,-351,4080,0000,4d54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,453,0,0,-5697,-426,1,1961,-12830,-24391,6690,c485,1,920,-670,4080,0000,4d54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,454,0,0,-5697,-426,0,1961,-12830,-24391,2199,bb2c,0,920,-670,4080,0000,4ebc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,455,0,0,-5697,-426,0,1961,-12830,-24391,2199,bb2c,1,655,-995,4080,0000,4ebc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,456,0,0,275,1247,0,1961,-12830,-24391,-1608,b2a8,0,655,-995,4080,0000,4ebc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,457,0,0,275,1247,0,1961,-12830,-24391,-1608,b2a8,1,368,-1273,4080,0000,4ebc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,458,0,0,275,1247,0,1961,-12830,-24391,-4408,ab52,0,368,-1273,4080,d708,4ebc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,459,0,0,275,1247,0,1961,-12830,-24391,-4408,ab52,1,85,-1466,4080,d708,4ebc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,460,0,0,275,1247,0,1961,-12830,-24391,-6070,a57a,0,85,-1466,4080,d708,4ebc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,461,0,0,275,1247,0,1961,-12830,-24391,-6070,a57a,1,-174,-1560,4080,d708,4ebc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,462,0,0,275,1247,0,1961,-12830,-24391,-6646,a167,0,-174,-1560,4080,d708,4cbc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,463,0,0,275,1247,0,1961,-12830,-24391,-6646,a167,1,-403,-1553,4080,d708,4cbc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,464,0,1,275,1247,0,1961,-12830,-24391,-6344,9f55,0,-403,-1553,4080,d708,4cbc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,465,0,0,275,1247,0,1961,-12830,-24391,-6344,9f55,1,-603,-1452,4080,d708,4cbc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,466,0,0,275,1247,1,1961,17070,-11503,-5472,9f73,0,-603,-1452,3f5c,0000,4cbc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,467,0,0,275,1247,1,1961,17070,-11503,-5472,9f73,1,-778,-1267,3f5c,0000,4cbc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,468,0,0,275,1247,1,1961,17070,-11503,-4386,a1e0,0,-778,-1267,3f5c,0000,4cbc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,469,0,0,275,1247,1,1961,17070,-11503,-4386,a1e0,1,-928,-1015,3f5c,0000,4cbc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,470,0,0,275,1247,0,1961,17070,-11503,-3431,a6a1,0,-928,-1015,3f5c,0000,4abc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,471,0,0,275,1247,0,1961,17070,-11503,-3431,a6a1,1,-1054,-721,3f5c,0000,4abc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,472,0,0,1693,-3003,0,1961,17070,-11503,-2892,ad9f,0,-1054,-721,3f5c,0000,4abc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,473,0,0,1693,-3003,0,1961,17070,-11503,-2892,ad9f,1,-1160,-419,3f5c,0000,4abc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,474,0,0,1693,-3003,0,1961,17070,-11503,-2966,b6a2,0,-1160,-419,3f5c,a8dc,4abc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,475,0,0,1693,-3003,0,1961,17070,-11503,-2966,b6a2,1,-1251,-140,3f5c,a8dc,4abc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,476,0,0,1693,-3003,0,1961,17070,-11503,-3752,c14a,0,-1251,-140,3f5c,a8dc,4abc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,477,0,0,1693,-3003,0,1961,17070,-11503,-3752,c14a,1,-1331,93,3f5c,a8dc,4abc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,478,0,0,1693,-3003,0,1961,17070,-11503,-5254,cd13,0,-1331,93,3f5c,a8dc,4d4c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,479,0,0,1693,-3003,0,1961,17070,-11503,-5254,cd13,1,-1403,270,3f5c,a8dc,4d4c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,480,0,1,1693,-3003,0,1961,17070,-11503,-7397,d961,0,-1403,270,3f5c,a8dc,4d4c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,481,0,0,1693,-3003,0,1961,17070,-11503,-7397,d961,1,-1466,391,3f5c,a8dc,4d4c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,482,0,0,1693,-3003,1,1961,-3226,1055,-10055,e585,0,-1466,391,3ea3,0000,4d4c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,483,0,0,1693,-3003,1,1961,-3226,1055,-10055,e585,1,-1517,461,3ea3,0000,4d4c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,484,0,0,1693,-3003,1,1961,-3226,1055,-13064,f0d1,0,-1517,461,3ea3,0000,4d4c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,485,0,0,1693,-3003,1,1961,-3226,1055,-13064,f0d1,1,-1552,487,3ea3,0000,4d4c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,486,0,0,1693,-3003,0,1961,-3226,1055,-16245,faab,0,-1552,487,3ea3,0000,4fdc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,487,0,0,1693,-3003,0,1961,-3226,1055,-16245,faab,1,-1564,473,3ea3,0000,4fdc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,488,0,0,-5597,6928,0,1961,-3226,1055,-19407,029b,0,-1564,473,3ea3,0000,4fdc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,489,0,0,-5597,6928,0,1961,-3226,1055,-19407,029b,1,-1548,421,3ea3,0000,4fdc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,490,0,0,-5597,6928,0,1961,-3226,1055,-22357,085c,0,-1548,421,3ea3,782e,4fdc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,491,0,0,-5597,6928,0,1961,-3226,1055,-22357,085c,1,-1505,330,3ea3,782e,4fdc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,492,0,0,-5597,6928,0,1961,-3226,1055,-24898,0be2,0,-1505,330,3ea3,782e,4fdc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,493,0,0,-5597,6928,0,1961,-3226,1055,-24898,0be2,1,-1438,198,3ea3,782e,4fdc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,494,0,0,-5597,6928,0,1961,-3226,1055,-26832,0d58,0,-1438,198,3ea3,76f2,5550,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,495,0,0,-5597,6928,0,1961,-3226,1055,-26832,0d58,1,-1350,22,3ea3,76f2,5550,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,496,0,1,-5597,6928,0,1961,-3226,1055,-27960,0d1b,0,-1350,22,3ea3,76f2,5550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,497,0,0,-5597,6928,0,1961,-3226,1055,-27960,0d1b,1,-1244,-199,3ea3,76f2,5550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,498,0,0,-5597,6928,1,1961,-4330,1132,-28101,0ba7,0,-1244,-199,3ddb,0000,5550,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,499,0,0,-5597,6928,1,1961,-4330,1132,-28101,0ba7,1,-1123,-451,3ddb,0000,5550,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,500,0,0,-5597,6928,1,1961,-4330,1132,-27104,0987,0,-1123,-451,3ddb,0000,5550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,501,0,0,-5597,6928,1,1961,-4330,1132,-27104,0987,1,-995,-711,3ddb,0000,5550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,502,0,0,-5597,6928,0,1961,-4330,1132,-24877,073c,0,-995,-711,3ddb,0000,5ac4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,503,0,0,-5597,6928,0,1961,-4330,1132,-24877,073c,1,-859,-955,3ddb,0000,5ac4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,504,0,0,-3208,-1614,0,1961,-4330,1132,-21415,052e,0,-859,-955,3ddb,0000,5ac4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,505,0,0,-3208,-1614,0,1961,-4330,1132,-21415,052e,1,-713,-1165,3ddb,0000,5ac4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,506,0,0,-3208,-1614,0,1961,-4330,1132,-16818,039a,0,-713,-1165,3ddb,5960,5ac4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,507,0,0,-3208,-1614,0,1961,-4330,1132,-16818,039a,1,-546,-1325,3ddb,5960,5ac4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,508,0,0,-3208,-1614,0,1961,-4330,1132,-11305,028c,0,-546,-1325,3ddb,5960,5ac4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,509,0,0,-3208,-1614,0,1961,-4330,1132,-11305,028c,1,-351,-1427,3ddb,5960,5ac4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,510,0,0,-3208,-1614,0,1961,-4330,1132,-5203,01e1,0,-351,-1427,3ddb,eacc,6358,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,511,0,0,-3208,-1614,0,1961,-4330,1132,-5203,01e1,1,-119,-1465,3ddb,eacc,6358,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,512,0,1,-3208,-1614,0,1961,-4330,1132,1068,014e,0,-119,-1465,3ddb,eacc,6358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,513,0,0,-3208,-1614,0,1961,-4330,1132,1068,014e,1,154,-1435,3ddb,eacc,6358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,514,0,0,-3208,-1614,1,1961,15309,-10679,7038,006f,0,154,-1435,3fab,0000,6358,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,515,0,0,-3208,-1614,1,1961,15309,-10679,7038,006f,1,460,-1338,3fab,0000,6358,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,516,0,0,-3208,-1614,1,1961,15309,-10679,12235,fed9,0,460,-1338,3fab,0000,6358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
