Sample in Buffer,Sample in Window,TRIGGER,data_out_valid,data_out_Q[15:0],data_out_I[15:0],out_valid,div[15:0],yq[17:0],yi[17:0],fir_data_Q[15:0],fir_data_I[15:0],adc_valid,adc_data_q1[11:0],adc_data_i1[11:0],w[15:0],e[15:0],u[15:0],clk_4MHz,<const0>_1,<const0>_2,<const0>_3,<const0>_4,<const0>_5,<const0>_6,<const0>_7,<const0>_8,<const0>_9,<const0>_10,<const0>_11,<const0>_12,<const0>_13,<const0>_14,<const0>_15,<const0>_16,<const0>_17,<const0>_18,<const0>_19,<const0>_20,<const0>_21,<const0>_22,<const0>_23,<const0>
9,9,0,0,-5615,-2151,0,1961,-3607,5648,93,4b34,1,-1797,105,3e59,0000,1c7c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10,0,0,-5615,-2151,0,1961,-3607,5648,1997,54c6,0,-1797,105,3e59,101c,1c7c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11,0,0,-5615,-2151,0,1961,-3607,5648,1997,54c6,1,-1688,174,3e59,101c,1c7c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12,0,0,-5615,-2151,0,1961,-3607,5648,3282,5cfd,0,-1688,174,3e59,101c,1c7c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13,0,0,-5615,-2151,0,1961,-3607,5648,3282,5cfd,1,-1510,219,3e59,101c,1c7c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,14,0,0,-5615,-2151,0,1961,-3607,5648,3960,6332,0,-1510,219,3e59,0000,2318,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,15,0,0,-5615,-2151,0,1961,-3607,5648,3960,6332,1,-1257,226,3e59,0000,2318,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,16,0,1,-5615,-2151,0,1961,-3607,5648,4095,66b9,0,-1257,226,3e59,0000,2318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,17,0,0,-5615,-2151,0,1961,-3607,5648,4095,66b9,1,-929,191,3e59,0000,2318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,18,0,0,-5615,-2151,1,1961,9403,-3546,3782,66f2,0,-929,191,4000,0000,2318,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,19,0,0,-5615,-2151,1,1961,9403,-3546,3782,66f2,1,-534,118,4000,0000,2318,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,20,0,0,-5615,-2151,1,1961,9403,-3546,3139,635d,0,-534,118,4000,0000,2318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,21,0,0,-5615,-2151,1,1961,9403,-3546,3139,635d,1,-98,19,4000,0000,2318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,22,0,0,-5615,-2151,0,1961,9403,-3546,2284,5bac,0,-98,19,4000,0000,29b4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,23,0,0,-5615,-2151,0,1961,9403,-3546,2284,5bac,1,338,-87,4000,0000,29b4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,24,0,0,-3828,-1985,0,1961,9403,-3546,1329,4fd4,0,338,-87,4000,0000,29b4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,25,0,0,-3828,-1985,0,1961,9403,-3546,1329,4fd4,1,732,-179,4000,0000,29b4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,26,0,0,-3828,-1985,0,1961,9403,-3546,371,401b,0,732,-179,4000,44f6,29b4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,27,0,0,-3828,-1985,0,1961,9403,-3546,371,401b,1,1059,-241,4000,44f6,29b4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,28,0,0,-3828,-1985,0,1961,9403,-3546,-513,2d1c,0,1059,-241,4000,44f6,29b4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,29,0,0,-3828,-1985,0,1961,9403,-3546,-513,2d1c,1,1314,-262,4000,44f6,29b4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,30,0,0,-3828,-1985,0,1961,9403,-3546,-1265,17c2,0,1314,-262,4000,44f6,29b4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,31,0,0,-3828,-1985,0,1961,9403,-3546,-1265,17c2,1,1501,-243,4000,44f6,29b4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,32,0,1,-3828,-1985,0,1961,9403,-3546,-1850,0138,0,1501,-243,4000,44f6,29b4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,33,0,0,-3828,-1985,0,1961,9403,-3546,-1850,0138,1,1628,-187,4000,44f6,29b4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,34,0,0,-3828,-1985,1,1961,-26951,3453,-2247,eacb,0,1628,-187,4113,0000,29b4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,35,0,0,-3828,-1985,1,1961,-26951,3453,-2247,eacb,1,1706,-109,4113,0000,29b4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,36,0,0,-3828,-1985,1,1961,-26951,3453,-2454,d5ce,0,1706,-109,4113,0000,29b4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,37,0,0,-3828,-1985,1,1961,-26951,3453,-2454,d5ce,1,1741,-26,4113,0000,29b4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,38,0,0,-3828,-1985,0,1961,-26951,3453,-2484,c370,0,1741,-26,4113,0000,29b4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,39,0,0,-3828,-1985,0,1961,-26951,3453,-2484,c370,1,1736,42,4113,0000,29b4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,40,0,0,-4527,2371,0,1961,-26951,3453,-2362,b49b,0,1736,42,4113,0000,29b4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,41,0,0,-4527,2371,0,1961,-26951,3453,-2362,b49b,1,1691,78,4113,0000,29b4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,42,0,0,-4527,2371,0,1961,-26951,3453,-2129,a9db,0,1691,78,4113,0000,29b4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,43,0,0,-4527,2371,0,1961,-26951,3453,-2129,a9db,1,1604,68,4113,0000,29b4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,44,0,0,-4527,2371,0,1961,-26951,3453,-1834,a34a,0,1604,68,4113,0000,29b4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,45,0,0,-4527,2371,0,1961,-26951,3453,-1834,a34a,1,1469,-5,4113,0000,29b4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,46,0,0,-4527,2371,0,1961,-26951,3453,-1535,a099,0,1469,-5,4113,0000,2568,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,47,0,0,-4527,2371,0,1961,-26951,3453,-1535,a099,1,1275,-150,4113,0000,2568,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,48,0,1,-4527,2371,0,1961,-26951,3453,-1294,a116,0,1275,-150,4113,0000,2568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,49,0,0,-4527,2371,0,1961,-26951,3453,-1294,a116,1,1018,-363,4113,0000,2568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,50,0,0,-4527,2371,1,1961,-20494,521,-1166,a3cb,0,1018,-363,4000,0000,2568,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,51,0,0,-4527,2371,1,1961,-20494,521,-1166,a3cb,1,704,-623,4000,0000,2568,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,52,0,0,-4527,2371,1,1961,-20494,521,-1192,a7a5,0,704,-623,4000,0000,2568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,53,0,0,-4527,2371,1,1961,-20494,521,-1192,a7a5,1,362,-892,4000,0000,2568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,54,0,0,-4527,2371,0,1961,-20494,521,-1394,ab97,0,362,-892,4000,0000,211c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,55,0,0,-4527,2371,0,1961,-20494,521,-1394,ab97,1,36,-1135,4000,0000,211c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,56,0,0,-3889,-5517,0,1961,-20494,521,-1766,aec6,0,36,-1135,4000,0000,211c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,57,0,0,-3889,-5517,0,1961,-20494,521,-1766,aec6,1,-222,-1324,4000,0000,211c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,58,0,0,-3889,-5517,0,1961,-20494,521,-2273,b0a0,0,-222,-1324,4000,0000,211c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,59,0,0,-3889,-5517,0,1961,-20494,521,-2273,b0a0,1,-374,-1446,4000,0000,211c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,60,0,0,-3889,-5517,0,1961,-20494,521,-2850,b0f3,0,-374,-1446,4000,0000,211c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,61,0,0,-3889,-5517,0,1961,-20494,521,-2850,b0f3,1,-401,-1500,4000,0000,211c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,62,0,0,-3889,-5517,0,1961,-20494,521,-3413,afeb,0,-401,-1500,4000,0000,211c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,63,0,0,-3889,-5517,0,1961,-20494,521,-3413,afeb,1,-293,-1487,4000,0000,211c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,64,0,1,-3889,-5517,0,1961,-20494,521,-3858,ae07,0,-293,-1487,4000,0000,211c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,65,0,0,-3889,-5517,0,1961,-20494,521,-3858,ae07,1,-48,-1404,4000,0000,211c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,66,0,0,-3889,-5517,1,1961,-12947,7946,-4079,abff,0,-48,-1404,4000,0000,211c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,67,0,0,-3889,-5517,1,1961,-12947,7946,-4079,abff,1,315,-1247,4000,0000,211c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,68,0,0,-3889,-5517,1,1961,-12947,7946,-3976,aaa5,0,315,-1247,4000,0000,211c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,69,0,0,-3889,-5517,1,1961,-12947,7946,-3976,aaa5,1,741,-1025,4000,0000,211c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,70,0,0,-3889,-5517,0,1961,-12947,7946,-3468,aabe,0,741,-1025,4000,0000,211c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,71,0,0,-3889,-5517,0,1961,-12947,7946,-3468,aabe,1,1151,-769,4000,0000,211c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,72,0,0,-5466,-4910,0,1961,-12947,7946,-2496,ace2,0,1151,-769,4000,0000,211c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,73,0,0,-5466,-4910,0,1961,-12947,7946,-2496,ace2,1,1471,-514,4000,0000,211c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,74,0,0,-5466,-4910,0,1961,-12947,7946,-1034,b164,0,1471,-514,4000,1e06,211c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,75,0,0,-5466,-4910,0,1961,-12947,7946,-1034,b164,1,1655,-290,4000,1e06,211c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,76,0,0,-5466,-4910,0,1961,-12947,7946,908,b841,0,1655,-290,4000,1e06,211c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,77,0,0,-5466,-4910,0,1961,-12947,7946,908,b841,1,1690,-114,4000,1e06,211c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,78,0,0,-5466,-4910,0,1961,-12947,7946,3291,c125,0,1690,-114,4000,1e06,211c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,79,0,0,-5466,-4910,0,1961,-12947,7946,3291,c125,1,1568,16,4000,1e06,211c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,80,0,1,-5466,-4910,0,1961,-12947,7946,6041,cb73,0,1568,16,4000,1e06,211c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,81,0,0,-5466,-4910,0,1961,-12947,7946,6041,cb73,1,1267,105,4000,1e06,211c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,82,0,0,-5466,-4910,1,1961,4265,26353,9057,d65c,0,1267,105,4078,0000,211c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,83,0,0,-5466,-4910,1,1961,4265,26353,9057,d65c,1,772,162,4078,0000,211c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,84,0,0,-5466,-4910,1,1961,4265,26353,12218,e102,0,772,162,4078,0000,211c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,85,0,0,-5466,-4910,1,1961,4265,26353,12218,e102,1,125,188,4078,0000,211c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,86,0,0,-5466,-4910,0,1961,4265,26353,15381,ea90,0,125,188,4078,0000,211c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,87,0,0,-5466,-4910,0,1961,4265,26353,15381,ea90,1,-555,184,4078,0000,211c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,88,0,0,274,-674,0,1961,4265,26353,18392,f260,0,-555,184,4078,0000,211c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,89,0,0,274,-674,0,1961,4265,26353,18392,f260,1,-1124,156,4078,0000,211c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,90,0,0,274,-674,0,1961,4265,26353,21092,f80a,0,-1124,156,4078,c070,211c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,91,0,0,274,-674,0,1961,4265,26353,21092,f80a,1,-1499,120,4078,c070,211c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,92,0,0,274,-674,0,1961,4265,26353,23320,fb72,0,-1499,120,4078,c070,211c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,93,0,0,274,-674,0,1961,4265,26353,23320,fb72,1,-1674,85,4078,c070,211c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,94,0,0,274,-674,0,1961,4265,26353,24928,fccb,0,-1674,85,4078,c070,1f3c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,95,0,0,274,-674,0,1961,4265,26353,24928,fccb,1,-1673,53,4078,c070,1f3c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,96,0,1,274,-674,0,1961,4265,26353,25781,fc85,0,-1673,53,4078,c070,1f3c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,97,0,0,274,-674,0,1961,4265,26353,25781,fc85,1,-1501,19,4078,c070,1f3c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,98,0,0,274,-674,1,1961,-1654,3079,25773,fb3d,0,-1501,19,3f01,0000,1f3c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,99,0,0,274,-674,1,1961,-1654,3079,25773,fb3d,1,-1145,-24,3f01,0000,1f3c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,100,1,0,274,-674,1,1961,-1654,3079,24833,f9a0,0,-1145,-24,3f01,0000,1f3c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,101,0,0,274,-674,1,1961,-1654,3079,24833,f9a0,1,-617,-77,3f01,0000,1f3c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,102,0,0,274,-674,0,1961,-1654,3079,22933,f852,0,-617,-77,3f01,0000,1d5c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,103,0,0,274,-674,0,1961,-1654,3079,22933,f852,1,10,-135,3f01,0000,1d5c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,104,0,0,865,2402,0,1961,-1654,3079,20097,f7d2,0,10,-135,3f01,0000,1d5c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,105,0,0,865,2402,0,1961,-1654,3079,20097,f7d2,1,622,-185,3f01,0000,1d5c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,106,0,0,865,2402,0,1961,-1654,3079,16398,f868,0,622,-185,3f01,37f4,1d5c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,107,0,0,865,2402,0,1961,-1654,3079,16398,f868,1,1121,-215,3f01,37f4,1d5c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,108,0,0,865,2402,0,1961,-1654,3079,11963,fa1f,0,1121,-215,3f01,37f4,1d5c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,109,0,0,865,2402,0,1961,-1654,3079,11963,fa1f,1,1469,-220,3f01,37f4,1d5c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,110,0,0,865,2402,0,1961,-1654,3079,6963,fcbe,0,1469,-220,3f01,37f4,2158,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,111,0,0,865,2402,0,1961,-1654,3079,6963,fcbe,1,1682,-201,3f01,37f4,2158,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,112,0,1,865,2402,0,1961,-1654,3079,1603,ffdb,0,1682,-201,3f01,37f4,2158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,113,0,0,865,2402,0,1961,-1654,3079,1603,ffdb,1,1792,-163,3f01,37f4,2158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,114,0,0,865,2402,1,1961,-1361,-24631,-3884,02f0,0,1792,-163,40df,0000,2158,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,115,0,0,865,2402,1,1961,-1361,-24631,-3884,02f0,1,1827,-107,40df,0000,2158,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,116,0,0,865,2402,1,1961,-1361,-24631,-9260,056f,0,1827,-107,40df,0000,2158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,117,0,0,865,2402,1,1961,-1361,-24631,-9260,056f,1,1805,-40,40df,0000,2158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,118,0,0,865,2402,0,1961,-1361,-24631,-14289,06e6,0,1805,-40,40df,0000,2554,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,119,0,0,865,2402,0,1961,-1361,-24631,-14289,06e6,1,1745,20,40df,0000,2554,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,120,0,0,-1456,-6875,0,1961,-1361,-24631,-18753,0712,0,1745,20,40df,0000,2554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,121,0,0,-1456,-6875,0,1961,-1361,-24631,-18753,0712,1,1658,56,40df,0000,2554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,122,0,0,-1456,-6875,0,1961,-1361,-24631,-22466,05f1,0,1658,56,40df,0000,2554,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,123,0,0,-1456,-6875,0,1961,-1361,-24631,-22466,05f1,1,1547,54,40df,0000,2554,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,124,0,0,-1456,-6875,0,1961,-1361,-24631,-25282,03c9,0,1547,54,40df,0000,2554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,125,0,0,-1456,-6875,0,1961,-1361,-24631,-25282,03c9,1,1409,0,40df,0000,2554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,126,0,0,-1456,-6875,0,1961,-1361,-24631,-27101,0120,0,1409,0,40df,0000,21d8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,127,0,0,-1456,-6875,0,1961,-1361,-24631,-27101,0120,1,1236,-121,40df,0000,21d8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
