Sample in Buffer,Sample in Window,TRIGGER,data_out_valid,data_out_Q[15:0],data_out_I[15:0],out_valid,div[15:0],yq[17:0],yi[17:0],fir_data_Q[15:0],fir_data_I[15:0],adc_valid,adc_data_q1[11:0],adc_data_i1[11:0],w[15:0],e[15:0],u[15:0],clk_4MHz,<const0>_1,<const0>_2,<const0>_3,<const0>_4,<const0>_5,<const0>_6,<const0>_7,<const0>_8,<const0>_9,<const0>_10,<const0>_11,<const0>_12,<const0>_13,<const0>_14,<const0>_15,<const0>_16,<const0>_17,<const0>_18,<const0>_19,<const0>_20,<const0>_21,<const0>_22,<const0>_23,<const0>
45,45,0,0,4972,4314,1,1961,1342,23006,-19304,-4826,1,-598,-1363,16399,0,14474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,46,0,0,4972,4314,1,1961,1342,23006,-19304,-4826,0,-598,-1363,16399,0,14474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,47,0,0,4972,4314,0,1961,1342,23006,-21163,-1377,1,-841,-951,16399,0,14474,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,48,0,0,4972,4314,0,1961,1342,23006,-21163,-1377,0,-841,-951,16399,0,14474,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,49,0,0,4157,4281,0,1961,1342,23006,-21929,973,1,-1065,-476,16399,0,14474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,50,0,0,4157,4281,0,1961,1342,23006,-21929,973,0,-1065,-476,16399,0,14474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,51,0,0,4157,4281,0,1961,1342,23006,-21538,1868,1,-1243,-34,16399,0,14414,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,52,0,0,4157,4281,0,1961,1342,23006,-21538,1868,0,-1243,-34,16399,0,14414,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,53,0,0,4157,4281,0,1961,1342,23006,-20041,1157,1,-1364,294,16399,0,14414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,54,0,0,4157,4281,0,1961,1342,23006,-20041,1157,0,-1364,294,16399,0,14414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,55,0,0,4157,4281,0,1961,2491,19157,-17611,-1075,1,-1433,463,16384,0,14414,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,56,0,0,4157,4281,0,1961,2491,19157,-17611,-1075,0,-1433,463,16384,0,14414,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,57,0,0,4157,4281,0,1961,2491,19157,-14529,-4513,1,-1458,460,16384,0,14414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,58,0,1,4157,4281,0,1961,2491,19157,-14529,-4513,0,-1458,460,16384,0,14414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,59,0,0,4157,4281,1,1961,2491,19157,-11161,-8657,1,-1440,295,16384,0,14354,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,60,0,0,4157,4281,1,1961,2491,19157,-11161,-8657,0,-1440,295,16384,0,14354,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,61,0,0,4157,4281,1,1961,2491,19157,-7913,-12889,1,-1372,-6,16384,0,14354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,62,0,0,4157,4281,1,1961,2491,19157,-7913,-12889,0,-1372,-6,16384,0,14354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,63,0,0,4157,4281,0,1961,2491,19157,-5186,-16573,1,-1248,-392,16384,7186,14354,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,64,0,0,4157,4281,0,1961,2491,19157,-5186,-16573,0,-1248,-392,16384,7186,14354,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,65,0,0,-4435,4593,0,1961,2491,19157,-3322,-19146,1,-1069,-794,16384,7186,14354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,66,0,0,-4435,4593,0,1961,2491,19157,-3322,-19146,0,-1069,-794,16384,7186,14354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,67,0,0,-4435,4593,0,1961,2491,19157,-2560,-20210,1,-844,-1145,16384,0,14354,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,68,0,0,-4435,4593,0,1961,2491,19157,-2560,-20210,0,-844,-1145,16384,0,14354,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,69,0,0,-4435,4593,0,1961,2491,19157,-3003,-19592,1,-584,-1399,16384,0,14354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,70,0,0,-4435,4593,0,1961,2491,19157,-3003,-19592,0,-584,-1399,16384,0,14354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,71,0,0,-4435,4593,0,1961,21518,-1153,-4599,-17377,1,-298,-1538,16384,0,14354,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,72,0,0,-4435,4593,0,1961,21518,-1153,-4599,-17377,0,-298,-1538,16384,0,14354,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,73,0,0,-4435,4593,0,1961,21518,-1153,-7151,-13893,1,17,-1562,16384,0,14354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,74,0,1,-4435,4593,0,1961,21518,-1153,-7151,-13893,0,17,-1562,16384,0,14354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,75,0,0,-4435,4593,1,1961,21518,-1153,-10333,-9665,1,358,-1478,16384,0,14354,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,76,0,0,-4435,4593,1,1961,21518,-1153,-10333,-9665,0,358,-1478,16384,0,14354,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,77,0,0,-4435,4593,1,1961,21518,-1153,-13740,-5333,1,704,-1295,16384,0,14354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,78,0,0,-4435,4593,1,1961,21518,-1153,-13740,-5333,0,704,-1295,16384,0,14354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,79,0,0,-4435,4593,0,1961,21518,-1153,-16935,-1552,1,1022,-1038,16384,0,14354,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,80,0,0,-4435,4593,0,1961,21518,-1153,-16935,-1552,0,1022,-1038,16384,0,14354,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,81,0,0,-3156,3955,0,1961,21518,-1153,-19510,1104,1,1282,-745,16384,0,14354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,82,0,0,-3156,3955,0,1961,21518,-1153,-19510,1104,0,1282,-745,16384,0,14354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,83,0,0,-3156,3955,0,1961,21518,-1153,-21136,2236,1,1463,-460,16384,0,14354,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,84,0,0,-3156,3955,0,1961,21518,-1153,-21136,2236,0,1463,-460,16384,0,14354,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,85,0,0,-3156,3955,0,1961,21518,-1153,-21610,1675,1,1549,-215,16384,0,14354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,86,0,0,-3156,3955,0,1961,21518,-1153,-21610,1675,0,1549,-215,16384,0,14354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,87,0,0,-3156,3955,0,1961,19664,-2257,-20874,-487,1,1526,-23,16384,0,14354,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,88,0,0,-3156,3955,0,1961,19664,-2257,-20874,-487,0,1526,-23,16384,0,14354,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,89,0,0,-3156,3955,0,1961,19664,-2257,-19021,-3919,1,1387,110,16384,0,14354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,90,0,1,-3156,3955,0,1961,19664,-2257,-19021,-3919,0,1387,110,16384,0,14354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,91,0,0,-3156,3955,1,1961,19664,-2257,-16274,-8094,1,1126,185,16384,0,14354,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,92,0,0,-3156,3955,1,1961,19664,-2257,-16274,-8094,0,1126,185,16384,0,14354,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,93,0,0,-3156,3955,1,1961,19664,-2257,-12955,-12373,1,737,207,16384,0,14354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,94,0,0,-3156,3955,1,1961,19664,-2257,-12955,-12373,0,737,207,16384,0,14354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,95,0,0,-3156,3955,0,1961,19664,-2257,-9427,-16095,1,237,192,16384,-5784,14354,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,96,0,0,-3156,3955,0,1961,19664,-2257,-9427,-16095,0,237,192,16384,-5784,14354,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,97,0,0,4215,-4365,0,1961,19664,-2257,-6052,-18669,1,-313,159,16384,-5784,14354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,98,0,0,4215,-4365,0,1961,19664,-2257,-6052,-18669,0,-313,159,16384,-5784,14354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,99,0,0,4215,-4365,0,1961,19664,-2257,-3131,-19654,1,-831,124,16384,-5784,14354,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,100,1,0,4215,-4365,0,1961,19664,-2257,-3131,-19654,0,-831,124,16384,-5784,14354,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,101,0,0,4215,-4365,0,1961,19664,-2257,-873,-18808,1,-1253,103,16384,-5784,14354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,102,0,0,4215,-4365,0,1961,19664,-2257,-873,-18808,0,-1253,103,16384,-5784,14354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,103,0,0,4215,-4365,0,1961,-4414,-19730,635,-16115,1,-1553,101,16361,0,14354,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,104,0,0,4215,-4365,0,1961,-4414,-19730,635,-16115,0,-1553,101,16361,0,14354,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,105,0,0,4215,-4365,0,1961,-4414,-19730,1426,-11767,1,-1736,118,16361,0,14354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,106,0,1,4215,-4365,0,1961,-4414,-19730,1426,-11767,0,-1736,118,16361,0,14354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,107,0,0,4215,-4365,1,1961,-4414,-19730,1639,-6132,1,-1821,145,16361,0,14354,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,108,0,0,4215,-4365,1,1961,-4414,-19730,1639,-6132,0,-1821,145,16361,0,14354,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,109,0,0,4215,-4365,1,1961,-4414,-19730,1483,307,1,-1827,174,16361,0,14354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,110,0,0,4215,-4365,1,1961,-4414,-19730,1483,307,0,-1827,174,16361,0,14354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,111,0,0,4215,-4365,0,1961,-4414,-19730,1198,7018,1,-1775,197,16361,0,14354,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,112,0,0,4215,-4365,0,1961,-4414,-19730,1198,7018,0,-1775,197,16361,0,14354,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,113,0,0,-4145,4950,0,1961,-4414,-19730,1005,13488,1,-1684,209,16361,0,14354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,114,0,0,-4145,4950,0,1961,-4414,-19730,1005,13488,0,-1684,209,16361,0,14354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,115,0,0,-4145,4950,0,1961,-4414,-19730,1065,19274,1,-1575,209,16361,0,14446,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,116,0,0,-4145,4950,0,1961,-4414,-19730,1065,19274,0,-1575,209,16361,0,14446,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,117,0,0,-4145,4950,0,1961,-4414,-19730,1450,24032,1,-1468,197,16361,0,14446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,118,0,0,-4145,4950,0,1961,-4414,-19730,1450,24032,0,-1468,197,16361,0,14446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,119,0,0,-4145,4950,0,1961,-20659,1910,2125,27538,1,-1383,181,16384,0,14446,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,120,0,0,-4145,4950,0,1961,-20659,1910,2125,27538,0,-1383,181,16384,0,14446,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,121,0,0,-4145,4950,0,1961,-20659,1910,2953,29683,1,-1330,167,16384,0,14446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,122,0,1,-4145,4950,0,1961,-20659,1910,2953,29683,0,-1330,167,16384,0,14446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,123,0,0,-4145,4950,1,1961,-20659,1910,3725,30460,1,-1310,162,16384,0,14538,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,124,0,0,-4145,4950,1,1961,-20659,1910,3725,30460,0,-1310,162,16384,0,14538,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,125,0,0,-4145,4950,1,1961,-20659,1910,4185,29943,1,-1318,173,16384,0,14538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,126,0,0,-4145,4950,1,1961,-20659,1910,4185,29943,0,-1318,173,16384,0,14538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,127,0,0,-4145,4950,0,1961,-20659,1910,4090,28266,1,-1344,203,16384,6764,14538,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,128,0,0,-4145,4950,0,1961,-20659,1910,4090,28266,0,-1344,203,16384,6764,14538,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,129,0,0,4943,3570,0,1961,-20659,1910,3242,25610,1,-1376,246,16384,6764,14538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,130,0,0,4943,3570,0,1961,-20659,1910,3242,25610,0,-1376,246,16384,6764,14538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
