Sample in Buffer,Sample in Window,TRIGGER,data_out_valid,data_out_Q[15:0],data_out_I[15:0],out_valid,div[15:0],yq[17:0],yi[17:0],fir_data_Q[15:0],fir_data_I[15:0],adc_valid,adc_data_q1[11:0],adc_data_i1[11:0],w[15:0],e[15:0],u[15:0],clk_4MHz,<const0>_1,<const0>_2,<const0>_3,<const0>_4,<const0>_5,<const0>_6,<const0>_7,<const0>_8,<const0>_9,<const0>_10,<const0>_11,<const0>_12,<const0>_13,<const0>_14,<const0>_15,<const0>_16,<const0>_17,<const0>_18,<const0>_19,<const0>_20,<const0>_21,<const0>_22,<const0>_23,<const0>
2906,2906,0,1,-3886,3126,0,1961,-16864,4583,19108,-889,0,1506,-144,16379,6168,13520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2907,2907,0,0,-3886,3126,1,1961,24755,-9548,19267,-905,1,1206,-248,16408,0,13520,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2908,2908,0,0,-3886,3126,1,1961,24755,-9548,19267,-905,0,1206,-248,16408,0,13520,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2909,2909,0,0,-3886,3126,1,1961,24755,-9548,19675,-991,1,740,-320,16408,0,13520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2910,2910,0,0,-3886,3126,1,1961,24755,-9548,19675,-991,0,740,-320,16408,0,13520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2911,2911,0,0,-3886,3126,0,1961,24755,-9548,20169,-1112,1,143,-351,16408,0,13540,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2912,2912,0,0,-3886,3126,0,1961,24755,-9548,20169,-1112,0,143,-351,16408,0,13540,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2913,2913,0,0,-5204,-3891,0,1961,24755,-9548,20591,-1234,1,-485,-334,16408,0,13540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2914,2914,0,0,-5204,-3891,0,1961,24755,-9548,20591,-1234,0,-485,-334,16408,0,13540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2915,2915,0,0,-5204,-3891,0,1961,24755,-9548,20815,-1339,1,-1031,-267,16408,-6804,13540,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2916,2916,0,0,-5204,-3891,0,1961,24755,-9548,20815,-1339,0,-1031,-267,16408,-6804,13540,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2917,2917,0,0,-5204,-3891,0,1961,24755,-9548,20780,-1417,1,-1422,-153,16408,-6804,13540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2918,2918,0,0,-5204,-3891,0,1961,24755,-9548,20780,-1417,0,-1422,-153,16408,-6804,13540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2919,2919,0,0,-5204,-3891,0,1961,24755,-9548,20497,-1469,1,-1643,10,16408,-6804,13444,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2920,2920,0,0,-5204,-3891,0,1961,24755,-9548,20497,-1469,0,-1643,10,16408,-6804,13444,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2921,2921,0,0,-5204,-3891,0,1961,24755,-9548,20050,-1503,1,-1710,224,16408,-6804,13444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2922,2922,0,1,-5204,-3891,0,1961,24755,-9548,20050,-1503,0,-1710,224,16408,-6804,13444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2923,2923,0,0,-5204,-3891,1,1961,-16348,-15606,19577,-1522,1,-1634,485,16357,0,13444,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2924,2924,0,0,-5204,-3891,1,1961,-16348,-15606,19577,-1522,0,-1634,485,16357,0,13444,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2925,2925,0,0,-5204,-3891,1,1961,-16348,-15606,19242,-1526,1,-1425,784,16357,0,13444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2926,2926,0,0,-5204,-3891,1,1961,-16348,-15606,19242,-1526,0,-1425,784,16357,0,13444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2927,2927,0,0,-5204,-3891,0,1961,-16348,-15606,19201,-1507,1,-1103,1090,16357,0,13348,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2928,2928,0,0,-5204,-3891,0,1961,-16348,-15606,19201,-1507,0,-1103,1090,16357,0,13348,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2929,2929,0,0,-1254,6914,0,1961,-16348,-15606,19564,-1454,1,-715,1362,16357,0,13348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2930,2930,0,0,-1254,6914,0,1961,-16348,-15606,19564,-1454,0,-715,1362,16357,0,13348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2931,2931,0,0,-1254,6914,0,1961,-16348,-15606,20367,-1356,1,-325,1556,16357,-14358,13348,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2932,2932,0,0,-1254,6914,0,1961,-16348,-15606,20367,-1356,0,-325,1556,16357,-14358,13348,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2933,2933,0,0,-1254,6914,0,1961,-16348,-15606,21553,-1209,1,7,1643,16357,-14358,13348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2934,2934,0,0,-1254,6914,0,1961,-16348,-15606,21553,-1209,0,7,1643,16357,-14358,13348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2935,2935,0,0,-1254,6914,0,1961,-16348,-15606,22967,-1022,1,243,1615,16357,-14358,13456,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2936,2936,0,0,-1254,6914,0,1961,-16348,-15606,22967,-1022,0,243,1615,16357,-14358,13456,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2937,2937,0,0,-1254,6914,0,1961,-16348,-15606,24370,-822,1,379,1470,16357,-14358,13456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2938,2938,0,1,-1254,6914,0,1961,-16348,-15606,24370,-822,0,379,1470,16357,-14358,13456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2939,2939,0,0,-1254,6914,1,1961,-9926,5186,25467,-651,1,423,1201,16327,0,13456,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2940,2940,0,0,-1254,6914,1,1961,-9926,5186,25467,-651,0,423,1201,16327,0,13456,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2941,2941,0,0,-1254,6914,1,1961,-9926,5186,25945,-561,1,385,800,16327,0,13456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2942,2942,0,0,-1254,6914,1,1961,-9926,5186,25945,-561,0,385,800,16327,0,13456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2943,2943,0,0,-1254,6914,0,1961,-9926,5186,25519,-604,1,275,287,16327,0,13564,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2944,2944,0,0,-1254,6914,0,1961,-9926,5186,25519,-604,0,275,287,16327,0,13564,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2945,2945,0,0,3637,392,0,1961,-9926,5186,23973,-815,1,122,-276,16327,0,13564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2946,2946,0,0,3637,392,0,1961,-9926,5186,23973,-815,0,122,-276,16327,0,13564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2947,2947,0,0,3637,392,0,1961,-9926,5186,21198,-1200,1,-32,-802,16327,12692,13564,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2948,2948,0,0,3637,392,0,1961,-9926,5186,21198,-1200,0,-32,-802,16327,12692,13564,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2949,2949,0,0,3637,392,0,1961,-9926,5186,17215,-1719,1,-153,-1221,16327,12692,13564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2950,2950,0,0,3637,392,0,1961,-9926,5186,17215,-1719,0,-153,-1221,16327,12692,13564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2951,2951,0,0,3637,392,0,1961,-9926,5186,12180,-2286,1,-230,-1511,16327,12692,13792,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2952,2952,0,0,3637,392,0,1961,-9926,5186,12180,-2286,0,-230,-1511,16327,12692,13792,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2953,2953,0,0,3637,392,0,1961,-9926,5186,6376,-2768,1,-268,-1684,16327,12692,13792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2954,2954,0,1,3637,392,0,1961,-9926,5186,6376,-2768,0,-268,-1684,16327,12692,13792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2955,2955,0,0,3637,392,1,1961,26068,-3269,184,-2998,1,-278,-1763,16433,0,13792,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2956,2956,0,0,3637,392,1,1961,26068,-3269,184,-2998,0,-278,-1763,16433,0,13792,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2957,2957,0,0,3637,392,1,1961,26068,-3269,-5959,-2799,1,-267,-1766,16433,0,13792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2958,2958,0,0,3637,392,1,1961,26068,-3269,-5959,-2799,0,-267,-1766,16433,0,13792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2959,2959,0,0,3637,392,0,1961,26068,-3269,-11602,-2010,1,-245,-1713,16433,0,14020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2960,2960,0,0,3637,392,0,1961,26068,-3269,-11602,-2010,0,-245,-1713,16433,0,14020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2961,2961,0,0,-6626,-1823,0,1961,26068,-3269,-16333,-524,1,-221,-1624,16433,0,14020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2962,2962,0,0,-6626,-1823,0,1961,26068,-3269,-16333,-524,0,-221,-1624,16433,0,14020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2963,2963,0,0,-6626,-1823,0,1961,26068,-3269,-19817,1692,1,-197,-1520,16433,0,14020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2964,2964,0,0,-6626,-1823,0,1961,26068,-3269,-19817,1692,0,-197,-1520,16433,0,14020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2965,2965,0,0,-6626,-1823,0,1961,26068,-3269,-21829,4574,1,-176,-1422,16433,0,14020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2966,2966,0,0,-6626,-1823,0,1961,26068,-3269,-21829,4574,0,-176,-1422,16433,0,14020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2967,2967,0,0,-6626,-1823,0,1961,26068,-3269,-22272,7951,1,-159,-1343,16433,0,13824,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2968,2968,0,0,-6626,-1823,0,1961,26068,-3269,-22272,7951,0,-159,-1343,16433,0,13824,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2969,2969,0,0,-6626,-1823,0,1961,26068,-3269,-21173,11562,1,-149,-1291,16433,0,13824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2970,2970,0,1,-6626,-1823,0,1961,26068,-3269,-21173,11562,0,-149,-1291,16433,0,13824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2971,2971,0,0,-6626,-1823,1,1961,18982,-858,-18676,15075,1,-143,-1261,16384,0,13824,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2972,2972,0,0,-6626,-1823,1,1961,18982,-858,-18676,15075,0,-143,-1261,16384,0,13824,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2973,2973,0,0,-6626,-1823,1,1961,18982,-858,-15020,18132,1,-137,-1247,16384,0,13824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2974,2974,0,0,-6626,-1823,1,1961,18982,-858,-15020,18132,0,-137,-1247,16384,0,13824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2975,2975,0,0,-6626,-1823,0,1961,18982,-858,-10504,20392,1,-131,-1244,16384,0,13628,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2976,2976,0,0,-6626,-1823,0,1961,18982,-858,-10504,20392,0,-131,-1244,16384,0,13628,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2977,2977,0,0,-87,2496,0,1961,18982,-858,-5462,21582,1,-128,-1248,16384,0,13628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2978,2978,0,0,-87,2496,0,1961,18982,-858,-5462,21582,0,-128,-1248,16384,0,13628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2979,2979,0,0,-87,2496,0,1961,18982,-858,-231,21539,1,-128,-1260,16384,0,13628,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2980,2980,0,0,-87,2496,0,1961,18982,-858,-231,21539,0,-128,-1260,16384,0,13628,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2981,2981,0,0,-87,2496,0,1961,18982,-858,4874,20241,1,-130,-1281,16384,0,13628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2982,2982,0,0,-87,2496,0,1961,18982,-858,4874,20241,0,-130,-1281,16384,0,13628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2983,2983,0,0,-87,2496,0,1961,18982,-858,9578,17817,1,-131,-1319,16384,0,13628,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2984,2984,0,0,-87,2496,0,1961,18982,-858,9578,17817,0,-131,-1319,16384,0,13628,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2985,2985,0,0,-87,2496,0,1961,18982,-858,13657,14534,1,-126,-1381,16384,0,13628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2986,2986,0,1,-87,2496,0,1961,18982,-858,13657,14534,0,-126,-1381,16384,0,13628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2987,2987,0,0,-87,2496,1,1961,20116,-1510,16941,10773,1,-113,-1465,16384,0,13628,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2988,2988,0,0,-87,2496,1,1961,20116,-1510,16941,10773,0,-113,-1465,16384,0,13628,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2989,2989,0,0,-87,2496,1,1961,20116,-1510,19321,6977,1,-94,-1564,16384,0,13628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2990,2990,0,0,-87,2496,1,1961,20116,-1510,19321,6977,0,-94,-1564,16384,0,13628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2991,2991,0,0,-87,2496,0,1961,20116,-1510,20742,3596,1,-73,-1661,16384,0,13628,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2992,2992,0,0,-87,2496,0,1961,20116,-1510,20742,3596,0,-73,-1661,16384,0,13628,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2993,2993,0,0,2035,-2490,0,1961,20116,-1510,21204,1033,1,-50,-1739,16384,0,13628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2994,2994,0,0,2035,-2490,0,1961,20116,-1510,21204,1033,0,-50,-1739,16384,0,13628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2995,2995,0,0,2035,-2490,0,1961,20116,-1510,20756,-412,1,-32,-1775,16384,0,13628,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2996,2996,0,0,2035,-2490,0,1961,20116,-1510,20756,-412,0,-32,-1775,16384,0,13628,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2997,2997,0,0,2035,-2490,0,1961,20116,-1510,19494,-572,1,-27,-1747,16384,0,13628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2998,2998,0,0,2035,-2490,0,1961,20116,-1510,19494,-572,0,-27,-1747,16384,0,13628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2999,2999,0,0,2035,-2490,0,1961,20116,-1510,17552,566,1,-39,-1633,16384,0,13628,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,3000,0,0,2035,-2490,0,1961,20116,-1510,17552,566,0,-39,-1633,16384,0,13628,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3001,3001,0,0,2035,-2490,0,1961,20116,-1510,15099,2867,1,-72,-1409,16384,0,13628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3002,3002,0,1,2035,-2490,0,1961,20116,-1510,15099,2867,0,-72,-1409,16384,0,13628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3003,3003,0,0,2035,-2490,1,1961,24332,-832,12325,6073,1,-124,-1057,16384,0,13628,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3004,3004,0,0,2035,-2490,1,1961,24332,-832,12325,6073,0,-124,-1057,16384,0,13628,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3005,3005,0,0,2035,-2490,1,1961,24332,-832,9430,9840,1,-189,-573,16384,0,13628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3006,3006,0,0,2035,-2490,1,1961,24332,-832,9430,9840,0,-189,-573,16384,0,13628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3007,3007,0,0,2035,-2490,0,1961,24332,-832,6608,13788,1,-253,2,16384,0,13628,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3008,3008,0,0,2035,-2490,0,1961,24332,-832,6608,13788,0,-253,2,16384,0,13628,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3009,3009,0,0,-2677,2570,0,1961,24332,-832,4038,17550,1,-295,582,16384,0,13628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3010,3010,0,0,-2677,2570,0,1961,24332,-832,4038,17550,0,-295,582,16384,0,13628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3011,3011,0,0,-2677,2570,0,1961,24332,-832,1862,20816,1,-294,1075,16384,-17788,13628,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3012,3012,0,0,-2677,2570,0,1961,24332,-832,1862,20816,0,-294,1075,16384,-17788,13628,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3013,3013,0,0,-2677,2570,0,1961,24332,-832,186,23364,1,-235,1426,16384,-17788,13628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3014,3014,0,0,-2677,2570,0,1961,24332,-832,186,23364,0,-235,1426,16384,-17788,13628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3015,3015,0,0,-2677,2570,0,1961,24332,-832,-935,25074,1,-111,1625,16384,-17788,13628,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3016,3016,0,0,-2677,2570,0,1961,24332,-832,-935,25074,0,-111,1625,16384,-17788,13628,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3017,3017,0,0,-2677,2570,0,1961,24332,-832,-1496,25934,1,79,1683,16384,-17788,13628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3018,3018,0,1,-2677,2570,0,1961,24332,-832,-1496,25934,0,79,1683,16384,-17788,13628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3019,3019,0,0,-2677,2570,1,1961,7526,-2835,-1537,26024,1,330,1607,16314,0,13628,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3020,3020,0,0,-2677,2570,1,1961,7526,-2835,-1537,26024,0,330,1607,16314,0,13628,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3021,3021,0,0,-2677,2570,1,1961,7526,-2835,-1137,25492,1,631,1403,16314,0,13628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3022,3022,0,0,-2677,2570,1,1961,7526,-2835,-1137,25492,0,631,1403,16314,0,13628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3023,3023,0,0,-2677,2570,0,1961,7526,-2835,-400,24528,1,952,1091,16314,0,13628,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3024,3024,0,0,-2677,2570,0,1961,7526,-2835,-400,24528,0,952,1091,16314,0,13628,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3025,3025,0,0,4161,-2927,0,1961,7526,-2835,554,23335,1,1244,718,16314,0,13628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3026,3026,0,0,4161,-2927,0,1961,7526,-2835,554,23335,0,1244,718,16314,0,13628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3027,3027,0,0,4161,-2927,0,1961,7526,-2835,1601,22102,1,1456,343,16314,7348,13628,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3028,3028,0,0,4161,-2927,0,1961,7526,-2835,1601,22102,0,1456,343,16314,7348,13628,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3029,3029,0,0,4161,-2927,0,1961,7526,-2835,2622,20987,1,1561,20,16314,7348,13628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3030,3030,0,0,4161,-2927,0,1961,7526,-2835,2622,20987,0,1561,20,16314,7348,13628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3031,3031,0,0,4161,-2927,0,1961,7526,-2835,3503,20107,1,1551,-219,16314,7348,13908,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3032,3032,0,0,4161,-2927,0,1961,7526,-2835,3503,20107,0,1551,-219,16314,7348,13908,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3033,3033,0,0,4161,-2927,0,1961,7526,-2835,4144,19535,1,1424,-364,16314,7348,13908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3034,3034,0,1,4161,-2927,0,1961,7526,-2835,4144,19535,0,1424,-364,16314,7348,13908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3035,3035,0,0,4161,-2927,1,1961,-22069,11027,4463,19300,1,1174,-417,16412,0,13908,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3036,3036,0,0,4161,-2927,1,1961,-22069,11027,4463,19300,0,1174,-417,16412,0,13908,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3037,3037,0,0,4161,-2927,1,1961,-22069,11027,4399,19395,1,795,-387,16412,0,13908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3038,3038,0,0,4161,-2927,1,1961,-22069,11027,4399,19395,0,795,-387,16412,0,13908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3039,3039,0,0,4161,-2927,0,1961,-22069,11027,3923,19785,1,306,-290,16412,0,14188,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
