Sample in Buffer,Sample in Window,TRIGGER,data_out_valid,data_out_Q[15:0],data_out_I[15:0],out_valid,div[15:0],yq[17:0],yi[17:0],fir_data_Q[15:0],fir_data_I[15:0],adc_valid,adc_data_q1[11:0],adc_data_i1[11:0],w[15:0],e[15:0],u[15:0],fifo3_data_Q[15:0],fifo3_data_I[8:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,SIGNED,SIGNED,HEX,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,HEX,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,HEX
14620,14620,0,0,-250,-911,0,1961,19640,20173,13020,-17334,0,274,-547,16384,0,14276,7274,1f8
14621,14621,0,0,-250,-911,0,1961,19640,20173,14059,-13380,1,-19,-158,16384,31924,14276,-4600,125
14622,14622,0,0,-250,-911,0,1961,19640,20173,14059,-13380,0,-19,-158,16384,31924,14276,-4600,125
14623,14623,0,0,-250,-911,0,1961,19640,20173,13083,-8929,1,-323,264,16384,31924,14276,-4600,125
14624,14624,0,0,-250,-911,0,1961,19640,20173,13083,-8929,0,-323,264,16384,31924,14276,-4600,125
14625,14625,0,0,-250,-911,0,1961,19640,20173,10266,-4205,1,-610,664,16384,31924,14276,-14368,10c
14626,14626,0,0,-250,-911,0,1961,19640,20173,10266,-4205,0,-610,664,16384,31924,14276,-14368,10c
14627,14627,0,0,-250,-911,0,1961,19640,20173,6007,561,1,-856,993,16384,31924,14276,-14368,10c
14628,14628,0,0,-250,-911,0,1961,19640,20173,6007,561,0,-856,993,16384,31924,14276,-14368,10c
14629,14629,0,0,-250,-911,1,1961,-3693,-2698,861,5144,1,-1048,1225,16252,0,14276,-16856,133
14630,14630,0,0,-250,-911,1,1961,-3693,-2698,861,5144,0,-1048,1225,16252,0,14276,-16856,133
14631,14631,0,0,-250,-911,1,1961,-3693,-2698,-4552,9337,1,-1182,1363,16252,0,14276,-16856,133
14632,14632,0,0,-250,-911,1,1961,-3693,-2698,-4552,9337,0,-1182,1363,16252,0,14276,-16856,133
14633,14633,0,1,-250,-911,0,1961,-3693,-2698,-9638,12966,1,-1263,1420,16252,0,14276,-10932,1d7
14634,14634,0,0,-250,-911,0,1961,-3693,-2698,-9638,12966,0,-1263,1420,16252,0,14276,-10932,1d7
14635,14635,0,0,748,2176,0,1961,-3693,-2698,-13909,15899,1,-1298,1409,16252,0,14276,-10932,1d7
14636,14636,0,0,748,2176,0,1961,-3693,-2698,-13909,15899,0,-1298,1409,16252,0,14276,-10932,1d7
14637,14637,0,0,748,2176,0,1961,-3693,-2698,-17044,18060,1,-1293,1341,16252,10964,14276,9,18e
14638,14638,0,0,748,2176,0,1961,-3693,-2698,-17044,18060,0,-1293,1341,16252,10964,14276,9,18e
14639,14639,0,0,748,2176,0,1961,-3693,-2698,-18920,19436,1,-1256,1237,16252,10964,14276,9,18e
14640,14640,0,0,748,2176,0,1961,-3693,-2698,-18920,19436,0,-1256,1237,16252,10964,14276,9,18e
14641,14641,0,0,748,2176,0,1961,-3693,-2698,-19608,20073,1,-1190,1122,16252,10964,14804,10055,1a1
14642,14642,0,0,748,2176,0,1961,-3693,-2698,-19608,20073,0,-1190,1122,16252,10964,14804,10055,1a1
14643,14643,0,0,748,2176,0,1961,-3693,-2698,-19340,20078,1,-1109,1026,16252,10964,14804,10055,1a1
14644,14644,0,0,748,2176,0,1961,-3693,-2698,-19340,20078,0,-1109,1026,16252,10964,14804,10055,1a1
14645,14645,0,0,748,2176,1,1961,-1001,-2825,-18453,19599,1,-1028,975,16170,0,14804,14059,1bc
14646,14646,0,0,748,2176,1,1961,-1001,-2825,-18453,19599,0,-1028,975,16170,0,14804,14059,1bc
14647,14647,0,0,748,2176,1,1961,-1001,-2825,-17323,18811,1,-964,988,16170,0,14804,14059,1bc
14648,14648,0,0,748,2176,1,1961,-1001,-2825,-17323,18811,0,-964,988,16170,0,14804,14059,1bc
14649,14649,0,1,748,2176,0,1961,-1001,-2825,-16295,17895,1,-929,1070,16170,0,15332,10266,193
14650,14650,0,0,748,2176,0,1961,-1001,-2825,-16295,17895,0,-929,1070,16170,0,15332,10266,193
14651,14651,0,0,-900,-6637,0,1961,-1001,-2825,-15627,17013,1,-928,1203,16170,0,15332,10266,193
14652,14652,0,0,-900,-6637,0,1961,-1001,-2825,-15627,17013,0,-928,1203,16170,0,15332,10266,193
14653,14653,0,0,-900,-6637,0,1961,-1001,-2825,-15454,16293,1,-956,1354,16170,0,15332,861,018
14654,14654,0,0,-900,-6637,0,1961,-1001,-2825,-15454,16293,0,-956,1354,16170,0,15332,861,018
14655,14655,0,0,-900,-6637,0,1961,-1001,-2825,-15766,15821,1,-1000,1484,16170,0,15332,861,018
14656,14656,0,0,-900,-6637,0,1961,-1001,-2825,-15766,15821,0,-1000,1484,16170,0,15332,861,018
14657,14657,0,0,-900,-6637,0,1961,-1001,-2825,-16420,15631,1,-1050,1561,16170,0,16188,-9638,0a6
14658,14658,0,0,-900,-6637,0,1961,-1001,-2825,-16420,15631,0,-1050,1561,16170,0,16188,-9638,0a6
14659,14659,0,0,-900,-6637,0,1961,-1001,-2825,-17175,15712,1,-1100,1560,16170,0,16188,-9638,0a6
14660,14660,0,0,-900,-6637,0,1961,-1001,-2825,-17175,15712,0,-1100,1560,16170,0,16188,-9638,0a6
14661,14661,0,0,-900,-6637,1,1961,2367,9061,-17736,16014,1,-1148,1462,16384,0,16188,-17044,08c
14662,14662,0,0,-900,-6637,1,1961,2367,9061,-17736,16014,0,-1148,1462,16384,0,16188,-17044,08c
14663,14663,0,0,-900,-6637,1,1961,2367,9061,-17808,16461,1,-1187,1249,16384,0,16188,-17044,08c
14664,14664,0,0,-900,-6637,1,1961,2367,9061,-17808,16461,0,-1187,1249,16384,0,16188,-17044,08c
14665,14665,0,1,-900,-6637,0,1961,2367,9061,-17142,16966,1,-1204,913,16384,0,17044,-19608,069
14666,14666,0,0,-900,-6637,0,1961,2367,9061,-17142,16966,0,-1204,913,16384,0,17044,-19608,069
14667,14667,0,0,1432,-4434,0,1961,2367,9061,-15583,17445,1,-1195,468,16384,0,17044,-19608,069
14668,14668,0,0,1432,-4434,0,1961,2367,9061,-15583,17445,0,-1195,468,16384,0,17044,-19608,069
14669,14669,0,0,1432,-4434,0,1961,2367,9061,-13082,17824,1,-1160,-37,16384,8744,17044,-18453,08f
14670,14670,0,0,1432,-4434,0,1961,2367,9061,-13082,17824,0,-1160,-37,16384,8744,17044,-18453,08f
14671,14671,0,0,1432,-4434,0,1961,2367,9061,-9715,18050,1,-1109,-526,16384,8744,17044,-18453,08f
14672,14672,0,0,1432,-4434,0,1961,2367,9061,-9715,18050,0,-1109,-526,16384,8744,17044,-18453,08f
14673,14673,0,0,1432,-4434,0,1961,2367,9061,-5661,18091,1,-1064,-920,16384,8744,17044,-16295,1e7
14674,14674,0,0,1432,-4434,0,1961,2367,9061,-5661,18091,0,-1064,-920,16384,8744,17044,-16295,1e7
14675,14675,0,0,1432,-4434,0,1961,2367,9061,-1180,17932,1,-1047,-1166,16384,8744,17044,-16295,1e7
14676,14676,0,0,1432,-4434,0,1961,2367,9061,-1180,17932,0,-1047,-1166,16384,8744,17044,-16295,1e7
14677,14677,0,0,1432,-4434,1,1961,-6501,-24764,3424,17580,1,-1075,-1242,16418,0,17044,-15454,1a5
14678,14678,0,0,1432,-4434,1,1961,-6501,-24764,3424,17580,0,-1075,-1242,16418,0,17044,-15454,1a5
14679,14679,0,0,1432,-4434,1,1961,-6501,-24764,7846,17059,1,-1147,-1146,16418,0,17044,-15454,1a5
14680,14680,0,0,1432,-4434,1,1961,-6501,-24764,7846,17059,0,-1147,-1146,16418,0,17044,-15454,1a5
14681,14681,0,1,1432,-4434,0,1961,-6501,-24764,11813,16405,1,-1250,-887,16418,0,17044,-16420,10f
14682,14682,0,0,1432,-4434,0,1961,-6501,-24764,11813,16405,0,-1250,-887,16418,0,17044,-16420,10f
14683,14683,0,0,-2198,-4693,0,1961,-6501,-24764,15116,15668,1,-1356,-492,16418,0,17044,-16420,10f
14684,14684,0,0,-2198,-4693,0,1961,-6501,-24764,15116,15668,0,-1356,-492,16418,0,17044,-16420,10f
14685,14685,0,0,-2198,-4693,0,1961,-6501,-24764,17621,14907,1,-1429,-14,16418,-11624,17044,-17736,08e
14686,14686,0,0,-2198,-4693,0,1961,-6501,-24764,17621,14907,0,-1429,-14,16418,-11624,17044,-17736,08e
14687,14687,0,0,-2198,-4693,0,1961,-6501,-24764,19281,14192,1,-1441,473,16418,-11624,17044,-17736,08e
14688,14688,0,0,-2198,-4693,0,1961,-6501,-24764,19281,14192,0,-1441,473,16418,-11624,17044,-17736,08e
14689,14689,0,0,-2198,-4693,0,1961,-6501,-24764,20122,13595,1,-1384,893,16418,-11624,16908,-17142,046
14690,14690,0,0,-2198,-4693,0,1961,-6501,-24764,20122,13595,0,-1384,893,16418,-11624,16908,-17142,046
14691,14691,0,0,-2198,-4693,0,1961,-6501,-24764,20234,13191,1,-1272,1195,16418,-11624,16908,-17142,046
14692,14692,0,0,-2198,-4693,0,1961,-6501,-24764,20234,13191,0,-1272,1195,16418,-11624,16908,-17142,046
14693,14693,0,0,-2198,-4693,1,1961,6457,582,19754,13048,1,-1124,1354,16338,0,16908,-13082,1a0
14694,14694,0,0,-2198,-4693,1,1961,6457,582,19754,13048,0,-1124,1354,16338,0,16908,-13082,1a0
14695,14695,0,0,-2198,-4693,1,1961,6457,582,18838,13214,1,-943,1364,16338,0,16908,-13082,1a0
14696,14696,0,0,-2198,-4693,1,1961,6457,582,18838,13214,0,-943,1364,16338,0,16908,-13082,1a0
14697,14697,0,1,-2198,-4693,0,1961,6457,582,17657,13707,1,-727,1218,16338,0,16772,-5661,0ab
14698,14698,0,0,-2198,-4693,0,1961,6457,582,17657,13707,0,-727,1218,16338,0,16772,-5661,0ab
14699,14699,0,0,6373,-5764,0,1961,6457,582,16374,14505,1,-472,914,16338,0,16772,-5661,0ab
14700,14700,0,0,6373,-5764,0,1961,6457,582,16374,14505,0,-472,914,16338,0,16772,-5661,0ab
14701,14701,0,0,6373,-5764,0,1961,6457,582,15142,15534,1,-183,473,16338,15820,16772,3424,0ac
14702,14702,0,0,6373,-5764,0,1961,6457,582,15142,15534,0,-183,473,16338,15820,16772,3424,0ac
14703,14703,0,0,6373,-5764,0,1961,6457,582,14094,16671,1,120,-45,16338,15820,16772,3424,0ac
14704,14704,0,0,6373,-5764,0,1961,6457,582,14094,16671,0,120,-45,16338,15820,16772,3424,0ac
14705,14705,0,0,6373,-5764,0,1961,6457,582,13342,17747,1,407,-554,16338,15820,16956,11813,015
14706,14706,0,0,6373,-5764,0,1961,6457,582,13342,17747,0,407,-554,16338,15820,16956,11813,015
14707,14707,0,0,6373,-5764,0,1961,6457,582,12974,18566,1,650,-975,16338,15820,16956,11813,015
14708,14708,0,0,6373,-5764,0,1961,6457,582,12974,18566,0,650,-975,16338,15820,16956,11813,015
14709,14709,0,0,6373,-5764,1,1961,-19598,20290,13043,18920,1,844,-1268,16445,0,16956,17621,03b
14710,14710,0,0,6373,-5764,1,1961,-19598,20290,13043,18920,0,844,-1268,16445,0,16956,17621,03b
14711,14711,0,0,6373,-5764,1,1961,-19598,20290,13568,18621,1,1002,-1436,16445,0,16956,17621,03b
14712,14712,0,0,6373,-5764,1,1961,-19598,20290,13568,18621,0,1002,-1436,16445,0,16956,17621,03b
14713,14713,0,1,6373,-5764,0,1961,-19598,20290,14522,17521,1,1137,-1503,16445,0,17140,20122,11b
14714,14714,0,0,6373,-5764,0,1961,-19598,20290,14522,17521,0,1137,-1503,16445,0,17140,20122,11b
14715,14715,0,0,4380,-652,0,1961,-19598,20290,15824,15543,1,1249,-1493,16445,0,17140,20122,11b
14716,14716,0,0,4380,-652,0,1961,-19598,20290,15824,15543,0,1249,-1493,16445,0,17140,20122,11b
14717,14717,0,0,4380,-652,0,1961,-19598,20290,17340,12691,1,1333,-1431,16445,0,17140,19754,0f8
14718,14718,0,0,4380,-652,0,1961,-19598,20290,17340,12691,0,1333,-1431,16445,0,17140,19754,0f8
14719,14719,0,0,4380,-652,0,1961,-19598,20290,18880,9060,1,1381,-1339,16445,0,17140,19754,0f8
14720,14720,0,0,4380,-652,0,1961,-19598,20290,18880,9060,0,1381,-1339,16445,0,17140,19754,0f8
14721,14721,0,0,4380,-652,0,1961,-19598,20290,20215,4832,1,1376,-1237,16445,0,16896,17657,18b
14722,14722,0,0,4380,-652,0,1961,-19598,20290,20215,4832,0,1376,-1237,16445,0,16896,17657,18b
14723,14723,0,0,4380,-652,0,1961,-19598,20290,21093,255,1,1302,-1143,16445,0,16896,17657,18b
14724,14724,0,0,4380,-652,0,1961,-19598,20290,21093,255,0,1302,-1143,16445,0,16896,17657,18b
14725,14725,0,0,4380,-652,1,1961,-17295,15626,21265,-4382,1,1145,-1074,16384,0,16896,15142,0ae
14726,14726,0,0,4380,-652,1,1961,-17295,15626,21265,-4382,0,1145,-1074,16384,0,16896,15142,0ae
14727,14727,0,0,4380,-652,1,1961,-17295,15626,20524,-8783,1,899,-1036,16384,0,16896,15142,0ae
14728,14728,0,0,4380,-652,1,1961,-17295,15626,20524,-8783,0,899,-1036,16384,0,16896,15142,0ae
14729,14729,0,1,4380,-652,0,1961,-17295,15626,18734,-12678,1,569,-1026,16384,0,16652,13342,153
14730,14730,0,0,4380,-652,0,1961,-17295,15626,18734,-12678,0,569,-1026,16384,0,16652,13342,153
14731,14731,0,0,4209,5057,0,1961,-17295,15626,15857,-15855,1,174,-1036,16384,0,16652,13342,153
14732,14732,0,0,4209,5057,0,1961,-17295,15626,15857,-15855,0,174,-1036,16384,0,16652,13342,153
14733,14733,0,0,4209,5057,0,1961,-17295,15626,11976,-18177,1,-247,-1054,16384,-13460,16652,13043,1e8
14734,14734,0,0,4209,5057,0,1961,-17295,15626,11976,-18177,0,-247,-1054,16384,-13460,16652,13043,1e8
14735,14735,0,0,4209,5057,0,1961,-17295,15626,7295,-19600,1,-644,-1067,16384,-13460,16652,13043,1e8
14736,14736,0,0,4209,5057,0,1961,-17295,15626,7295,-19600,0,-644,-1067,16384,-13460,16652,13043,1e8
14737,14737,0,0,4209,5057,0,1961,-17295,15626,2129,-20164,1,-966,-1068,16384,-13460,16652,14522,071
14738,14738,0,0,4209,5057,0,1961,-17295,15626,2129,-20164,0,-966,-1068,16384,-13460,16652,14522,071
14739,14739,0,0,4209,5057,0,1961,-17295,15626,-3126,-19983,1,-1182,-1060,16384,-13460,16652,14522,071
14740,14740,0,0,4209,5057,0,1961,-17295,15626,-3126,-19983,0,-1182,-1060,16384,-13460,16652,14522,071
14741,14741,0,0,4209,5057,1,1961,-1081,18006,-8032,-19227,1,-1279,-1051,16331,0,16652,17340,193
14742,14742,0,0,4209,5057,1,1961,-1081,18006,-8032,-19227,0,-1279,-1051,16331,0,16652,17340,193
14743,14743,0,0,4209,5057,1,1961,-1081,18006,-12158,-18096,1,-1251,-1045,16331,0,16652,17340,193
14744,14744,0,0,4209,5057,1,1961,-1081,18006,-12158,-18096,0,-1251,-1045,16331,0,16652,17340,193
14745,14745,0,1,4209,5057,0,1961,-1081,18006,-15130,-16792,1,-1095,-1042,16331,0,16652,20215,0e0
14746,14746,0,0,4209,5057,0,1961,-1081,18006,-15130,-16792,0,-1095,-1042,16331,0,16652,20215,0e0
14747,14747,0,0,6227,5328,0,1961,-1081,18006,-16673,-15503,1,-812,-1038,16331,0,16652,20215,0e0
14748,14748,0,0,6227,5328,0,1961,-1081,18006,-16673,-15503,0,-812,-1038,16331,0,16652,20215,0e0
14749,14749,0,0,6227,5328,0,1961,-1081,18006,-16646,-14385,1,-419,-1031,16331,11744,16652,21265,0e2
14750,14750,0,0,6227,5328,0,1961,-1081,18006,-16646,-14385,0,-419,-1031,16331,11744,16652,21265,0e2
14751,14751,0,0,6227,5328,0,1961,-1081,18006,-15053,-13551,1,38,-1022,16331,11744,16652,21265,0e2
14752,14752,0,0,6227,5328,0,1961,-1081,18006,-15053,-13551,0,38,-1022,16331,11744,16652,21265,0e2
14753,14753,0,0,6227,5328,0,1961,-1081,18006,-12044,-13075,1,492,-1016,16331,11744,16864,18734,07a
14754,14754,0,0,6227,5328,0,1961,-1081,18006,-12044,-13075,0,492,-1016,16331,11744,16864,18734,07a
14755,14755,0,0,6227,5328,0,1961,-1081,18006,-7895,-12988,1,878,-1023,16331,11744,16864,18734,07a
14756,14756,0,0,6227,5328,0,1961,-1081,18006,-7895,-12988,0,878,-1023,16331,11744,16864,18734,07a
14757,14757,0,0,6227,5328,1,1961,20506,13066,-2972,-13288,1,1157,-1051,16429,0,16864,11976,0ff
14758,14758,0,0,6227,5328,1,1961,20506,13066,-2972,-13288,0,1157,-1051,16429,0,16864,11976,0ff
14759,14759,0,0,6227,5328,1,1961,20506,13066,2309,-13944,1,1316,-1105,16429,0,16864,11976,0ff
14760,14760,0,0,6227,5328,1,1961,20506,13066,2309,-13944,0,1316,-1105,16429,0,16864,11976,0ff
14761,14761,0,1,6227,5328,0,1961,20506,13066,7526,-14899,1,1359,-1186,16429,0,17076,2129,13c
14762,14762,0,0,6227,5328,0,1961,20506,13066,7526,-14899,0,1359,-1186,16429,0,17076,2129,13c
14763,14763,0,0,-853,-1023,0,1961,20506,13066,12291,-16071,1,1302,-1285,16429,0,17076,2129,13c
14764,14764,0,0,-853,-1023,0,1961,20506,13066,12291,-16071,0,1302,-1285,16429,0,17076,2129,13c
14765,14765,0,0,-853,-1023,0,1961,20506,13066,16285,-17354,1,1173,-1386,16429,0,17076,-8032,0e5
14766,14766,0,0,-853,-1023,0,1961,20506,13066,16285,-17354,0,1173,-1386,16429,0,17076,-8032,0e5
14767,14767,0,0,-853,-1023,0,1961,20506,13066,19276,-18618,1,1012,-1466,16429,0,17076,-8032,0e5
14768,14768,0,0,-853,-1023,0,1961,20506,13066,19276,-18618,0,1012,-1466,16429,0,17076,-8032,0e5
14769,14769,0,0,-853,-1023,0,1961,20506,13066,21130,-19709,1,860,-1497,16429,0,16896,-15130,068
14770,14770,0,0,-853,-1023,0,1961,20506,13066,21130,-19709,0,860,-1497,16429,0,16896,-15130,068
14771,14771,0,0,-853,-1023,0,1961,20506,13066,21805,-20458,1,751,-1459,16429,0,16896,-15130,068
14772,14772,0,0,-853,-1023,0,1961,20506,13066,21805,-20458,0,751,-1459,16429,0,16896,-15130,068
14773,14773,0,0,-853,-1023,1,1961,12779,18794,21342,-20691,1,711,-1337,16384,0,16896,-16646,1cf
14774,14774,0,0,-853,-1023,1,1961,12779,18794,21342,-20691,0,711,-1337,16384,0,16896,-16646,1cf
14775,14775,0,0,-853,-1023,1,1961,12779,18794,19844,-20246,1,752,-1122,16384,0,16896,-16646,1cf
14776,14776,0,0,-853,-1023,1,1961,12779,18794,19844,-20246,0,752,-1122,16384,0,16896,-16646,1cf
14777,14777,0,1,-853,-1023,0,1961,12779,18794,17459,-18996,1,868,-813,16384,0,16716,-12044,0ed
14778,14778,0,0,-853,-1023,0,1961,12779,18794,17459,-18996,0,868,-813,16384,0,16716,-12044,0ed
14779,14779,0,0,-840,-239,0,1961,12779,18794,14360,-16865,1,1031,-430,16384,0,16716,-12044,0ed
14780,14780,0,0,-840,-239,0,1961,12779,18794,14360,-16865,0,1031,-430,16384,0,16716,-12044,0ed
14781,14781,0,0,-840,-239,0,1961,12779,18794,10733,-13856,1,1196,-13,16384,-12810,16716,-2972,018
14782,14782,0,0,-840,-239,0,1961,12779,18794,10733,-13856,0,1196,-13,16384,-12810,16716,-2972,018
14783,14783,0,0,-840,-239,0,1961,12779,18794,6765,-10059,1,1322,383,16384,-12810,16716,-2972,018
14784,14784,0,0,-840,-239,0,1961,12779,18794,6765,-10059,0,1322,383,16384,-12810,16716,-2972,018
14785,14785,0,0,-840,-239,0,1961,12779,18794,2639,-5653,1,1378,715,16384,-12810,16716,7526,1cd
14786,14786,0,0,-840,-239,0,1961,12779,18794,2639,-5653,0,1378,715,16384,-12810,16716,7526,1cd
14787,14787,0,0,-840,-239,0,1961,12779,18794,-1469,-895,1,1353,957,16384,-12810,16716,7526,1cd
14788,14788,0,0,-840,-239,0,1961,12779,18794,-1469,-895,0,1353,957,16384,-12810,16716,7526,1cd
14789,14789,0,0,-840,-239,1,1961,21430,143,-5393,3906,1,1251,1098,16333,0,16716,16285,036
14790,14790,0,0,-840,-239,1,1961,21430,143,-5393,3906,0,1251,1098,16333,0,16716,16285,036
14791,14791,0,0,-840,-239,1,1961,21430,143,-8981,8422,1,1077,1125,16333,0,16716,16285,036
14792,14792,0,0,-840,-239,1,1961,21430,143,-8981,8422,0,1077,1125,16333,0,16716,16285,036
14793,14793,0,1,-840,-239,0,1961,21430,143,-12102,12349,1,835,1020,16333,0,16716,21130,103
14794,14794,0,0,-840,-239,0,1961,21430,143,-12102,12349,0,835,1020,16333,0,16716,21130,103
14795,14795,0,0,2676,518,0,1961,21430,143,-14651,15452,1,520,771,16333,0,16716,21130,103
14796,14796,0,0,2676,518,0,1961,21430,143,-14651,15452,0,520,771,16333,0,16716,21130,103
14797,14797,0,0,2676,518,0,1961,21430,143,-16562,17595,1,145,394,16333,-1702,16716,21342,12d
14798,14798,0,0,2676,518,0,1961,21430,143,-16562,17595,0,145,394,16333,-1702,16716,21342,12d
14799,14799,0,0,2676,518,0,1961,21430,143,-17813,18763,1,-249,-59,16333,-1702,16716,21342,12d
14800,14800,0,0,2676,518,0,1961,21430,143,-17813,18763,0,-249,-59,16333,-1702,16716,21342,12d
14801,14801,0,0,2676,518,0,1961,21430,143,-18431,19068,1,-605,-510,16333,-1702,16920,17459,1cc
14802,14802,0,0,2676,518,0,1961,21430,143,-18431,19068,0,-605,-510,16333,-1702,16920,17459,1cc
14803,14803,0,0,2676,518,0,1961,21430,143,-18489,18730,1,-887,-886,16333,-1702,16920,17459,1cc
14804,14804,0,0,2676,518,0,1961,21430,143,-18489,18730,0,-887,-886,16333,-1702,16920,17459,1cc
14805,14805,0,0,2676,518,1,1961,-3454,-20234,-18103,18041,1,-1095,-1149,16377,0,16920,10733,1e0
14806,14806,0,0,2676,518,1,1961,-3454,-20234,-18103,18041,0,-1095,-1149,16377,0,16920,10733,1e0
14807,14807,0,0,2676,518,1,1961,-3454,-20234,-17419,17317,1,-1249,-1292,16377,0,16920,10733,1e0
14808,14808,0,0,2676,518,1,1961,-3454,-20234,-17419,17317,0,-1249,-1292,16377,0,16920,10733,1e0
14809,14809,0,1,2676,518,0,1961,-3454,-20234,-16591,16842,1,-1369,-1327,16377,0,17124,2639,1eb
14810,14810,0,0,2676,518,0,1961,-3454,-20234,-16591,16842,0,-1369,-1327,16377,0,17124,2639,1eb
14811,14811,0,0,-7316,-1426,0,1961,-3454,-20234,-15771,16820,1,-1469,-1272,16377,0,17124,2639,1eb
14812,14812,0,0,-7316,-1426,0,1961,-3454,-20234,-15771,16820,0,-1469,-1272,16377,0,17124,2639,1eb
14813,14813,0,0,-7316,-1426,0,1961,-3454,-20234,-15080,17329,1,-1552,-1151,16377,-23124,17124,-5393,142
14814,14814,0,0,-7316,-1426,0,1961,-3454,-20234,-15080,17329,0,-1552,-1151,16377,-23124,17124,-5393,142
14815,14815,0,0,-7316,-1426,0,1961,-3454,-20234,-14605,18304,1,-1607,-1000,16377,-23124,17124,-5393,142
14816,14816,0,0,-7316,-1426,0,1961,-3454,-20234,-14605,18304,0,-1607,-1000,16377,-23124,17124,-5393,142
14817,14817,0,0,-7316,-1426,0,1961,-3454,-20234,-14380,19541,1,-1613,-857,16377,-23124,17152,-12102,03d
14818,14818,0,0,-7316,-1426,0,1961,-3454,-20234,-14380,19541,0,-1613,-857,16377,-23124,17152,-12102,03d
14819,14819,0,0,-7316,-1426,0,1961,-3454,-20234,-14397,20723,1,-1551,-754,16377,-23124,17152,-12102,03d
14820,14820,0,0,-7316,-1426,0,1961,-3454,-20234,-14397,20723,0,-1551,-754,16377,-23124,17152,-12102,03d
14821,14821,0,0,-7316,-1426,1,1961,-8154,-12819,-14605,21470,1,-1406,-719,16293,0,17152,-16562,0bb
14822,14822,0,0,-7316,-1426,1,1961,-8154,-12819,-14605,21470,0,-1406,-719,16293,0,17152,-16562,0bb
14823,14823,0,0,-7316,-1426,1,1961,-8154,-12819,-14931,21410,1,-1166,-770,16293,0,17152,-16562,0bb
14824,14824,0,0,-7316,-1426,1,1961,-8154,-12819,-14931,21410,0,-1166,-770,16293,0,17152,-16562,0bb
14825,14825,0,1,-7316,-1426,0,1961,-8154,-12819,-15293,20242,1,-823,-908,16293,0,17180,-18431,07c
14826,14826,0,0,-7316,-1426,0,1961,-8154,-12819,-15293,20242,0,-823,-908,16293,0,17180,-18431,07c
14827,14827,0,0,289,1864,0,1961,-8154,-12819,-15622,17800,1,-396,-1102,16293,0,17180,-18431,07c
14828,14828,0,0,289,1864,0,1961,-8154,-12819,-15622,17800,0,-396,-1102,16293,0,17180,-18431,07c
14829,14829,0,0,289,1864,0,1961,-8154,-12819,-15877,14097,1,60,-1300,16293,11224,17180,-18103,079
14830,14830,0,0,289,1864,0,1961,-8154,-12819,-15877,14097,0,60,-1300,16293,11224,17180,-18103,079
14831,14831,0,0,289,1864,0,1961,-8154,-12819,-16047,9339,1,479,-1451,16293,11224,17180,-18103,079
14832,14832,0,0,289,1864,0,1961,-8154,-12819,-16047,9339,0,479,-1451,16293,11224,17180,-18103,079
14833,14833,0,0,289,1864,0,1961,-8154,-12819,-16159,3914,1,814,-1520,16293,11224,17544,-16591,1ca
14834,14834,0,0,289,1864,0,1961,-8154,-12819,-16159,3914,0,814,-1520,16293,11224,17544,-16591,1ca
14835,14835,0,0,289,1864,0,1961,-8154,-12819,-16263,-1651,1,1041,-1496,16293,11224,17544,-16591,1ca
14836,14836,0,0,289,1864,0,1961,-8154,-12819,-16263,-1651,0,1041,-1496,16293,11224,17544,-16591,1ca
14837,14837,0,0,289,1864,1,1961,22329,-20722,-16420,-6761,1,1151,-1384,16427,0,17544,-15080,1b1
14838,14838,0,0,289,1864,1,1961,22329,-20722,-16420,-6761,0,1151,-1384,16427,0,17544,-15080,1b1
14839,14839,0,0,289,1864,1,1961,22329,-20722,-16687,-10834,1,1128,-1180,16427,0,17544,-15080,1b1
14840,14840,0,0,289,1864,1,1961,22329,-20722,-16687,-10834,0,1128,-1180,16427,0,17544,-15080,1b1
14841,14841,0,1,289,1864,0,1961,22329,-20722,-17097,-13381,1,947,-865,16427,0,17908,-14380,055
14842,14842,0,0,289,1864,0,1961,22329,-20722,-17097,-13381,0,947,-865,16427,0,17908,-14380,055
14843,14843,0,0,5528,-6073,0,1961,22329,-20722,-17645,-14089,1,595,-430,16427,0,17908,-14380,055
14844,14844,0,0,5528,-6073,0,1961,22329,-20722,-17645,-14089,0,595,-430,16427,0,17908,-14380,055
14845,14845,0,0,5528,-6073,0,1961,22329,-20722,-18286,-12864,1,111,83,16427,-21190,17908,-14605,1de
14846,14846,0,0,5528,-6073,0,1961,22329,-20722,-18286,-12864,0,111,83,16427,-21190,17908,-14605,1de
14847,14847,0,0,5528,-6073,0,1961,22329,-20722,-18934,-9855,1,-408,577,16427,-21190,17908,-14605,1de
14848,14848,0,0,5528,-6073,0,1961,22329,-20722,-18934,-9855,0,-408,577,16427,-21190,17908,-14605,1de
14849,14849,0,0,5528,-6073,0,1961,22329,-20722,-19470,-5439,1,-851,957,16427,-21190,17736,-15293,112
14850,14850,0,0,5528,-6073,0,1961,22329,-20722,-19470,-5439,0,-851,957,16427,-21190,17736,-15293,112
14851,14851,0,0,5528,-6073,0,1961,22329,-20722,-19757,-175,1,-1152,1179,16427,-21190,17736,-15293,112
14852,14852,0,0,5528,-6073,0,1961,22329,-20722,-19757,-175,0,-1152,1179,16427,-21190,17736,-15293,112
