Sample in Buffer,Sample in Window,TRIGGER,data_out_valid,data_out_Q[15:0],data_out_I[15:0],out_valid,div[15:0],yq[17:0],yi[17:0],fir_data_Q[15:0],fir_data_I[15:0],adc_valid,adc_data_q1[11:0],adc_data_i1[11:0],w[15:0],e[15:0],u[15:0],fifo3_data_Q[15:0],fifo3_data_I[8:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,SIGNED,SIGNED,HEX,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,HEX,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,HEX
491,491,0,0,-4816,-4008,0,1961,12483,-15933,14041,-16607,1,-569,1291,16363,2610,1936,19234,122
492,492,0,0,-4816,-4008,0,1961,12483,-15933,14041,-16607,0,-569,1291,16363,2610,1936,19234,122
493,493,0,0,-4816,-4008,0,1961,12483,-15933,15251,-16308,1,-55,1390,16363,2610,2020,19490,073
494,494,0,0,-4816,-4008,0,1961,12483,-15933,15251,-16308,0,-55,1390,16363,2610,2020,19490,073
495,495,0,0,-4816,-4008,0,1961,12483,-15933,16576,-14035,1,471,1443,16363,2610,2020,19490,073
496,496,0,0,-4816,-4008,0,1961,12483,-15933,16576,-14035,0,471,1443,16363,2610,2020,19490,073
497,497,0,0,-4816,-4008,0,1961,-17364,17770,17838,-10085,1,918,1432,16394,0,2020,17838,18f
498,498,0,0,-4816,-4008,0,1961,-17364,17770,17838,-10085,0,918,1432,16394,0,2020,17838,18f
499,499,0,0,-4816,-4008,0,1961,-17364,17770,18839,-4970,1,1230,1352,16394,0,2020,17838,18f
500,500,0,0,-4816,-4008,0,1961,-17364,17770,18839,-4970,0,1230,1352,16394,0,2020,17838,18f
501,501,0,0,-4816,-4008,1,1961,-17364,17770,19385,659,1,1388,1214,16394,0,2104,15377,1c4
502,502,0,0,-4816,-4008,1,1961,-17364,17770,19385,659,0,1388,1214,16394,0,2104,15377,1c4
503,503,0,0,-4816,-4008,1,1961,-17364,17770,19301,6100,1,1386,1019,16394,0,2104,15377,1c4
504,504,0,0,-4816,-4008,1,1961,-17364,17770,19301,6100,0,1386,1019,16394,0,2104,15377,1c4
505,505,0,1,-4816,-4008,0,1961,-17364,17770,18454,10694,1,1202,745,16394,-10514,2104,13240,049
506,506,0,0,-4816,-4008,0,1961,-17364,17770,18454,10694,0,1202,745,16394,-10514,2104,13240,049
507,507,0,0,-4770,2713,0,1961,-17364,17770,16773,13907,1,815,374,16394,-10514,2104,13240,049
508,508,0,0,-4770,2713,0,1961,-17364,17770,16773,13907,0,815,374,16394,-10514,2104,13240,049
509,509,0,0,-4770,2713,0,1961,-17364,17770,14251,15392,1,265,-68,16394,-24824,2064,12335,095
510,510,0,0,-4770,2713,0,1961,-17364,17770,14251,15392,0,265,-68,16394,-24824,2064,12335,095
511,511,0,0,-4770,2713,0,1961,-17364,17770,10955,15013,1,-338,-502,16394,-24824,2064,12335,095
512,512,0,0,-4770,2713,0,1961,-17364,17770,10955,15013,0,-338,-502,16394,-24824,2064,12335,095
513,513,0,0,-4770,2713,0,1961,-14087,-18725,7019,12849,1,-857,-844,16287,0,2064,13091,1d9
514,514,0,0,-4770,2713,0,1961,-14087,-18725,7019,12849,0,-857,-844,16287,0,2064,13091,1d9
515,515,0,0,-4770,2713,0,1961,-14087,-18725,2625,9163,1,-1210,-1051,16287,0,2064,13091,1d9
516,516,0,0,-4770,2713,0,1961,-14087,-18725,2625,9163,0,-1210,-1051,16287,0,2064,13091,1d9
517,517,0,0,-4770,2713,1,1961,-14087,-18725,-2005,4349,1,-1388,-1125,16287,0,2024,15251,04c
518,518,0,0,-4770,2713,1,1961,-14087,-18725,-2005,4349,0,-1388,-1125,16287,0,2024,15251,04c
519,519,0,0,-4770,2713,1,1961,-14087,-18725,-6641,-1119,1,-1416,-1083,16287,0,2024,15251,04c
520,520,0,0,-4770,2713,1,1961,-14087,-18725,-6641,-1119,0,-1416,-1083,16287,0,2024,15251,04c
521,521,0,1,-4770,2713,0,1961,-14087,-18725,-11051,-6755,1,-1297,-932,16287,-19256,2024,17838,09b
522,522,0,0,-4770,2713,0,1961,-14087,-18725,-11051,-6755,0,-1297,-932,16287,-19256,2024,17838,09b
523,523,0,0,-2155,-6539,0,1961,-14087,-18725,-15027,-12101,1,-1013,-665,16287,-19256,2024,17838,09b
524,524,0,0,-2155,-6539,0,1961,-14087,-18725,-15027,-12101,0,-1013,-665,16287,-19256,2024,17838,09b
525,525,0,0,-2155,-6539,0,1961,-14087,-18725,-18389,-16767,1,-565,-286,16287,-19256,2412,19385,093
526,526,0,0,-2155,-6539,0,1961,-14087,-18725,-18389,-16767,0,-565,-286,16287,-19256,2412,19385,093
527,527,0,0,-2155,-6539,0,1961,-14087,-18725,-20990,-20446,1,-15,160,16287,-19256,2412,19385,093
528,528,0,0,-2155,-6539,0,1961,-14087,-18725,-20990,-20446,0,-15,160,16287,-19256,2412,19385,093
529,529,0,0,-2155,-6539,0,1961,16637,-11946,-22720,-22920,1,529,587,16308,0,2412,18454,1c6
530,530,0,0,-2155,-6539,0,1961,16637,-11946,-22720,-22920,0,529,587,16308,0,2412,18454,1c6
531,531,0,0,-2155,-6539,0,1961,16637,-11946,-23508,-24055,1,965,919,16308,0,2412,18454,1c6
532,532,0,0,-2155,-6539,0,1961,16637,-11946,-23508,-24055,0,965,919,16308,0,2412,18454,1c6
533,533,0,0,-2155,-6539,1,1961,16637,-11946,-23316,-23795,1,1251,1130,16308,0,2800,14251,020
534,534,0,0,-2155,-6539,1,1961,16637,-11946,-23316,-23795,0,1251,1130,16308,0,2800,14251,020
535,535,0,0,-2155,-6539,1,1961,16637,-11946,-22143,-22158,1,1405,1242,16308,0,2800,14251,020
536,536,0,0,-2155,-6539,1,1961,16637,-11946,-22143,-22158,0,1405,1242,16308,0,2800,14251,020
537,537,0,1,-2155,-6539,0,1961,16637,-11946,-20022,-19232,1,1460,1288,16308,20098,2800,7019,031
538,538,0,0,-2155,-6539,0,1961,16637,-11946,-20022,-19232,0,1460,1288,16308,20098,2800,7019,031
539,539,0,0,5130,-4479,0,1961,16637,-11946,-17031,-15181,1,1436,1286,16308,20098,2800,7019,031
540,540,0,0,5130,-4479,0,1961,16637,-11946,-17031,-15181,0,1436,1286,16308,20098,2800,7019,031
541,541,0,0,5130,-4479,0,1961,16637,-11946,-13291,-10253,1,1348,1249,16308,0,3104,-2005,0fd
542,542,0,0,5130,-4479,0,1961,16637,-11946,-13291,-10253,0,1348,1249,16308,0,3104,-2005,0fd
543,543,0,0,5130,-4479,0,1961,16637,-11946,-8976,-4782,1,1221,1190,16308,0,3104,-2005,0fd
544,544,0,0,5130,-4479,0,1961,16637,-11946,-8976,-4782,0,1221,1190,16308,0,3104,-2005,0fd
545,545,0,0,5130,-4479,0,1961,15196,12982,-4307,824,1,1084,1123,16384,0,3104,-11051,19d
546,546,0,0,5130,-4479,0,1961,15196,12982,-4307,824,0,1084,1123,16384,0,3104,-11051,19d
547,547,0,0,5130,-4479,0,1961,15196,12982,455,6095,1,968,1057,16384,0,3104,-11051,19d
548,548,0,0,5130,-4479,0,1961,15196,12982,455,6095,0,968,1057,16384,0,3104,-11051,19d
549,549,0,0,5130,-4479,1,1961,15196,12982,5030,10548,1,906,1000,16384,0,3408,-18389,081
550,550,0,0,5130,-4479,1,1961,15196,12982,5030,10548,0,906,1000,16384,0,3408,-18389,081
551,551,0,0,5130,-4479,1,1961,15196,12982,9142,13728,1,918,957,16384,0,3408,-18389,081
552,552,0,0,5130,-4479,1,1961,15196,12982,9142,13728,0,918,957,16384,0,3408,-18389,081
553,553,0,1,5130,-4479,0,1961,15196,12982,12550,15274,1,1004,926,16384,11334,3408,-22720,078
554,554,0,0,5130,-4479,0,1961,15196,12982,12550,15274,0,1004,926,16384,11334,3408,-22720,078
555,555,0,0,3918,-5068,0,1961,15196,12982,15081,14977,1,1139,897,16384,11334,3408,-22720,078
556,556,0,0,3918,-5068,0,1961,15196,12982,15081,14977,0,1139,897,16384,11334,3408,-22720,078
557,557,0,0,3918,-5068,0,1961,15196,12982,16656,12822,1,1291,864,16384,0,3408,-23316,10d
558,558,0,0,3918,-5068,0,1961,15196,12982,16656,12822,0,1291,864,16384,0,3408,-23316,10d
559,559,0,0,3918,-5068,0,1961,15196,12982,17304,9017,1,1425,834,16384,0,3408,-23316,10d
560,560,0,0,3918,-5068,0,1961,15196,12982,17304,9017,0,1425,834,16384,0,3408,-23316,10d
561,561,0,0,3918,-5068,0,1961,15462,-16266,17169,3986,1,1504,818,16384,0,3408,-20022,0e0
562,562,0,0,3918,-5068,0,1961,15462,-16266,17169,3986,0,1504,818,16384,0,3408,-20022,0e0
563,563,0,0,3918,-5068,0,1961,15462,-16266,16487,-1671,1,1499,829,16384,0,3408,-20022,0e0
564,564,0,0,3918,-5068,0,1961,15462,-16266,16487,-1671,0,1499,829,16384,0,3408,-20022,0e0
565,565,0,0,3918,-5068,1,1961,15462,-16266,15554,-7243,1,1391,877,16384,0,3408,-13291,1f3
566,566,0,0,3918,-5068,1,1961,15462,-16266,15554,-7243,0,1391,877,16384,0,3408,-13291,1f3
567,567,0,0,3918,-5068,1,1961,15462,-16266,14683,-12005,1,1163,970,16384,0,3408,-13291,1f3
568,568,0,0,3918,-5068,1,1961,15462,-16266,14683,-12005,0,1163,970,16384,0,3408,-13291,1f3
569,569,0,1,3918,-5068,0,1961,15462,-16266,14146,-15315,1,810,1106,16384,4052,3408,-4307,138
570,570,0,0,3918,-5068,0,1961,15462,-16266,14146,-15315,0,810,1106,16384,4052,3408,-4307,138
571,571,0,0,-5219,-4089,0,1961,15462,-16266,14131,-16712,1,355,1264,16384,4052,3408,-4307,138
572,572,0,0,-5219,-4089,0,1961,15462,-16266,14131,-16712,0,355,1264,16384,4052,3408,-4307,138
573,573,0,0,-5219,-4089,0,1961,15462,-16266,14703,-15987,1,-139,1408,16384,-5772,3408,5030,134
574,574,0,0,-5219,-4089,0,1961,15462,-16266,14703,-15987,0,-139,1408,16384,-5772,3408,5030,134
575,575,0,0,-5219,-4089,0,1961,15462,-16266,15787,-13221,1,-593,1505,16384,-5772,3408,5030,134
576,576,0,0,-5219,-4089,0,1961,15462,-16266,15787,-13221,0,-593,1505,16384,-5772,3408,5030,134
577,577,0,0,-5219,-4089,0,1961,13772,15716,17174,-8782,1,-948,1535,16361,0,3408,12550,1aa
578,578,0,0,-5219,-4089,0,1961,13772,15716,17174,-8782,0,-948,1535,16361,0,3408,12550,1aa
579,579,0,0,-5219,-4089,0,1961,13772,15716,18549,-3278,1,-1178,1493,16361,0,3408,12550,1aa
580,580,0,0,-5219,-4089,0,1961,13772,15716,18549,-3278,0,-1178,1493,16361,0,3408,12550,1aa
581,581,0,0,-5219,-4089,1,1961,13772,15716,19538,2531,1,-1274,1380,16361,0,3408,16656,016
582,582,0,0,-5219,-4089,1,1961,13772,15716,19538,2531,0,-1274,1380,16361,0,3408,16656,016
583,583,0,0,-5219,-4089,1,1961,13772,15716,19774,7839,1,-1219,1189,16361,0,3408,16656,016
584,584,0,0,-5219,-4089,1,1961,13772,15716,19774,7839,0,-1219,1189,16361,0,3408,16656,016
585,585,0,1,-5219,-4089,0,1961,13772,15716,18960,11914,1,-995,895,16361,-7976,3408,17169,192
586,586,0,0,-5219,-4089,0,1961,13772,15716,18960,11914,0,-995,895,16361,-7976,3408,17169,192
587,587,0,0,-3252,4909,0,1961,13772,15716,16921,14205,1,-600,477,16361,-7976,3408,17169,192
588,588,0,0,-3252,4909,0,1961,13772,15716,16921,14205,0,-600,477,16361,-7976,3408,17169,192
589,589,0,0,-3252,4909,0,1961,13772,15716,13645,14421,1,-87,-32,16361,-7976,3500,15554,1b5
590,590,0,0,-3252,4909,0,1961,13772,15716,13645,14421,0,-87,-32,16361,-7976,3500,15554,1b5
591,591,0,0,-3252,4909,0,1961,13772,15716,9295,12572,1,438,-537,16361,-7976,3500,15554,1b5
592,592,0,0,-3252,4909,0,1961,13772,15716,9295,12572,0,438,-537,16361,-7976,3500,15554,1b5
593,593,0,0,-3252,4909,0,1961,-19154,-17833,4195,8959,1,862,-933,16352,0,3500,14146,02d
594,594,0,0,-3252,4909,0,1961,-19154,-17833,4195,8959,0,862,-933,16352,0,3500,14146,02d
595,595,0,0,-3252,4909,0,1961,-19154,-17833,-1212,4128,1,1127,-1175,16352,0,3500,14146,02d
596,596,0,0,-3252,4909,0,1961,-19154,-17833,-1212,4128,0,1127,-1175,16352,0,3500,14146,02d
597,597,0,0,-3252,4909,1,1961,-19154,-17833,-6416,-1217,1,1231,-1276,16352,0,3592,14703,18d
598,598,0,0,-3252,4909,1,1961,-19154,-17833,-6416,-1217,0,1231,-1276,16352,0,3592,14703,18d
599,599,0,0,-3252,4909,1,1961,-19154,-17833,-10908,-6319,1,1194,-1258,16352,0,3592,14703,18d
600,600,0,0,-3252,4909,1,1961,-19154,-17833,-10908,-6319,0,1194,-1258,16352,0,3592,14703,18d
601,601,0,1,-3252,4909,0,1961,-19154,-17833,-14245,-10479,1,1012,-1114,16352,-20590,3592,17174,1b2
602,602,0,0,-3252,4909,0,1961,-19154,-17833,-14245,-10479,0,1012,-1114,16352,-20590,3592,17174,1b2
603,603,0,0,4110,4394,0,1961,-19154,-17833,-16101,-13149,1,672,-822,16352,-20590,3592,17174,1b2
604,604,0,0,4110,4394,0,1961,-19154,-17833,-16101,-13149,0,672,-822,16352,-20590,3592,17174,1b2
605,605,0,0,4110,4394,0,1961,-19154,-17833,-16302,-14000,1,201,-389,16352,29948,3720,19538,1e3
606,606,0,0,4110,4394,0,1961,-19154,-17833,-16302,-14000,0,201,-389,16352,29948,3720,19538,1e3
607,607,0,0,4110,4394,0,1961,-19154,-17833,-14840,-12956,1,-316,123,16352,29948,3720,19538,1e3
608,608,0,0,4110,4394,0,1961,-19154,-17833,-14840,-12956,0,-316,123,16352,29948,3720,19538,1e3
609,609,0,0,4110,4394,0,1961,-12479,-9137,-11859,-10188,1,-770,613,16244,0,3720,18960,08a
610,610,0,0,4110,4394,0,1961,-12479,-9137,-11859,-10188,0,-770,613,16244,0,3720,18960,08a
611,611,0,0,4110,4394,0,1961,-12479,-9137,-7633,-6068,1,-1078,1002,16244,0,3720,18960,08a
612,612,0,0,4110,4394,0,1961,-12479,-9137,-7633,-6068,0,-1078,1002,16244,0,3720,18960,08a
613,613,0,0,4110,4394,1,1961,-12479,-9137,-2525,-1108,1,-1219,1268,16244,0,3848,13645,055
614,614,0,0,4110,4394,1,1961,-12479,-9137,-2525,-1108,0,-1219,1268,16244,0,3848,13645,055
615,615,0,0,4110,4394,1,1961,-12479,-9137,3055,4128,1,-1210,1433,16244,0,3848,13645,055
616,616,0,0,4110,4394,1,1961,-12479,-9137,3055,4128,0,-1210,1433,16244,0,3848,13645,055
617,617,0,1,4110,4394,0,1961,-12479,-9137,8693,9102,1,-1075,1524,16244,27660,3848,4195,0ff
618,618,0,0,4110,4394,0,1961,-12479,-9137,8693,9102,0,-1075,1524,16244,27660,3848,4195,0ff
619,619,0,0,-4381,3940,0,1961,-12479,-9137,14000,13371,1,-828,1545,16244,27660,3848,4195,0ff
620,620,0,0,-4381,3940,0,1961,-12479,-9137,14000,13371,0,-828,1545,16244,27660,3848,4195,0ff
621,621,0,0,-4381,3940,0,1961,-12479,-9137,18635,16635,1,-480,1493,16244,7606,4408,-6416,13f
622,622,0,0,-4381,3940,0,1961,-12479,-9137,18635,16635,0,-480,1493,16244,7606,4408,-6416,13f
623,623,0,0,-4381,3940,0,1961,-12479,-9137,22317,18757,1,-59,1377,16244,7606,4408,-6416,13f
624,624,0,0,-4381,3940,0,1961,-12479,-9137,22317,18757,0,-59,1377,16244,7606,4408,-6416,13f
625,625,0,0,-4381,3940,0,1961,16983,12296,24828,19755,1,388,1223,16413,0,4408,-14245,111
626,626,0,0,-4381,3940,0,1961,16983,12296,24828,19755,0,388,1223,16413,0,4408,-14245,111
627,627,0,0,-4381,3940,0,1961,16983,12296,26014,19777,1,802,1065,16413,0,4408,-14245,111
628,628,0,0,-4381,3940,0,1961,16983,12296,26014,19777,0,802,1065,16413,0,4408,-14245,111
629,629,0,0,-4381,3940,1,1961,16983,12296,25791,19060,1,1136,935,16413,0,4968,-16302,150
630,630,0,0,-4381,3940,1,1961,16983,12296,25791,19060,0,1136,935,16413,0,4968,-16302,150
631,631,0,0,-4381,3940,1,1961,16983,12296,24142,17879,1,1373,852,16413,0,4968,-16302,150
632,632,0,0,-4381,3940,1,1961,16983,12296,24142,17879,0,1373,852,16413,0,4968,-16302,150
633,633,0,1,-4381,3940,0,1961,16983,12296,21130,16508,1,1518,821,16413,13810,4968,-11859,034
634,634,0,0,-4381,3940,0,1961,16983,12296,21130,16508,0,1518,821,16413,13810,4968,-11859,034
635,635,0,0,4817,-5395,0,1961,16983,12296,16907,15185,1,1583,834,16413,13810,4968,-11859,034
636,636,0,0,4817,-5395,0,1961,16983,12296,16907,15185,0,1583,834,16413,13810,4968,-11859,034
637,637,0,0,4817,-5395,0,1961,16983,12296,11723,14091,1,1580,878,16413,0,4852,-2525,1ac
638,638,0,0,4817,-5395,0,1961,16983,12296,11723,14091,0,1580,878,16413,0,4852,-2525,1ac
639,639,0,0,4817,-5395,0,1961,16983,12296,5928,13344,1,1521,939,16413,0,4852,-2525,1ac
640,640,0,0,4817,-5395,0,1961,16983,12296,5928,13344,0,1521,939,16413,0,4852,-2525,1ac
641,641,0,0,4817,-5395,0,1961,14892,-15773,-40,13008,1,1419,1006,16384,0,4852,8693,18e
642,642,0,0,4817,-5395,0,1961,14892,-15773,-40,13008,0,1419,1006,16384,0,4852,8693,18e
643,643,0,0,4817,-5395,0,1961,14892,-15773,-5682,13097,1,1280,1064,16384,0,4852,8693,18e
644,644,0,0,4817,-5395,0,1961,14892,-15773,-5682,13097,0,1280,1064,16384,0,4852,8693,18e
645,645,0,0,4817,-5395,1,1961,14892,-15773,-10485,13592,1,1110,1104,16384,0,4736,18635,0fb
646,646,0,0,4817,-5395,1,1961,14892,-15773,-10485,13592,0,1110,1104,16384,0,4736,18635,0fb
647,647,0,0,4817,-5395,1,1961,14892,-15773,-13972,14447,1,908,1125,16384,0,4736,18635,0fb
648,648,0,0,4817,-5395,1,1961,14892,-15773,-13972,14447,0,908,1125,16384,0,4736,18635,0fb
649,649,0,1,4817,-5395,0,1961,14892,-15773,-15772,15593,1,678,1130,16384,9528,4736,24828,12b
650,650,0,0,4817,-5395,0,1961,14892,-15773,-15772,15593,0,678,1130,16384,9528,4736,24828,12b
651,651,0,0,-5718,-3721,0,1961,14892,-15773,-15672,16935,1,423,1123,16384,9528,4736,24828,12b
652,652,0,0,-5718,-3721,0,1961,14892,-15773,-15672,16935,0,423,1123,16384,9528,4736,24828,12b
653,653,0,0,-5718,-3721,0,1961,14892,-15773,-13663,18353,1,147,1109,16384,-12164,4736,25791,074
654,654,0,0,-5718,-3721,0,1961,14892,-15773,-13663,18353,0,147,1109,16384,-12164,4736,25791,074
655,655,0,0,-5718,-3721,0,1961,14892,-15773,-9961,19694,1,-141,1096,16384,-12164,4736,25791,074
656,656,0,0,-5718,-3721,0,1961,14892,-15773,-9961,19694,0,-141,1096,16384,-12164,4736,25791,074
657,657,0,0,-5718,-3721,0,1961,12680,14424,-4994,20778,1,-428,1091,16336,0,4736,21130,07c
658,658,0,0,-5718,-3721,0,1961,12680,14424,-4994,20778,0,-428,1091,16336,0,4736,21130,07c
659,659,0,0,-5718,-3721,0,1961,12680,14424,635,21403,1,-698,1102,16336,0,4736,21130,07c
660,660,0,0,-5718,-3721,0,1961,12680,14424,635,21403,0,-698,1102,16336,0,4736,21130,07c
661,661,0,0,-5718,-3721,1,1961,12680,14424,6219,21370,1,-939,1129,16336,0,4736,11723,10b
662,662,0,0,-5718,-3721,1,1961,12680,14424,6219,21370,0,-939,1129,16336,0,4736,11723,10b
663,663,0,0,-5718,-3721,1,1961,12680,14424,11033,20503,1,-1142,1170,16336,0,4736,11723,10b
664,664,0,0,-5718,-3721,1,1961,12680,14424,11033,20503,0,-1142,1170,16336,0,4736,11723,10b
665,665,0,1,-5718,-3721,0,1961,12680,14424,14440,18686,1,-1302,1220,16336,18916,4736,-40,0d0
666,666,0,0,-5718,-3721,0,1961,12680,14424,14440,18686,0,-1302,1220,16336,18916,4736,-40,0d0
667,667,0,0,-3141,5068,0,1961,12680,14424,15973,15886,1,-1411,1275,16336,18916,4736,-40,0d0
668,668,0,0,-3141,5068,0,1961,12680,14424,15973,15886,0,-1411,1275,16336,18916,4736,-40,0d0
669,669,0,0,-3141,5068,0,1961,12680,14424,15407,12184,1,-1467,1325,16336,12624,4928,-10485,118
670,670,0,0,-3141,5068,0,1961,12680,14424,15407,12184,0,-1467,1325,16336,12624,4928,-10485,118
671,671,0,0,-3141,5068,0,1961,12680,14424,12796,7772,1,-1471,1361,16336,12624,4928,-10485,118
672,672,0,0,-3141,5068,0,1961,12680,14424,12796,7772,0,-1471,1361,16336,12624,4928,-10485,118
673,673,0,0,-3141,5068,0,1961,-16364,-14231,8467,2950,1,-1425,1374,16433,0,4928,-15772,0e9
674,674,0,0,-3141,5068,0,1961,-16364,-14231,8467,2950,0,-1425,1374,16433,0,4928,-15772,0e9
675,675,0,0,-3141,5068,0,1961,-16364,-14231,2980,-1901,1,-1323,1350,16433,0,4928,-15772,0e9
676,676,0,0,-3141,5068,0,1961,-16364,-14231,2980,-1901,0,-1323,1350,16433,0,4928,-15772,0e9
677,677,0,0,-3141,5068,1,1961,-16364,-14231,-2947,-6357,1,-1158,1269,16433,0,5120,-13663,1b1
678,678,0,0,-3141,5068,1,1961,-16364,-14231,-2947,-6357,0,-1158,1269,16433,0,5120,-13663,1b1
679,679,0,0,-3141,5068,1,1961,-16364,-14231,-8535,-10006,1,-922,1108,16433,0,5120,-13663,1b1
680,680,0,0,-3141,5068,1,1961,-16364,-14231,-8535,-10006,0,-922,1108,16433,0,5120,-13663,1b1
681,681,0,1,-3141,5068,0,1961,-16364,-14231,-13054,-12497,1,-608,852,16433,-8042,5120,-4994,12a
682,682,0,0,-3141,5068,0,1961,-16364,-14231,-13054,-12497,0,-608,852,16433,-8042,5120,-4994,12a
683,683,0,0,4071,4156,0,1961,-16364,-14231,-15920,-13585,1,-226,503,16433,-8042,5120,-4994,12a
684,684,0,0,4071,4156,0,1961,-16364,-14231,-15920,-13585,0,-226,503,16433,-8042,5120,-4994,12a
685,685,0,0,4071,4156,0,1961,-16364,-14231,-16776,-13166,1,184,91,16433,-8042,4924,6219,17a
686,686,0,0,4071,4156,0,1961,-16364,-14231,-16776,-13166,0,184,91,16433,-8042,4924,6219,17a
687,687,0,0,4071,4156,0,1961,-16364,-14231,-15529,-11290,1,560,-330,16433,-8042,4924,6219,17a
688,688,0,0,4071,4156,0,1961,-16364,-14231,-15529,-11290,0,560,-330,16433,-8042,4924,6219,17a
689,689,0,0,4071,4156,0,1961,20085,17594,-12357,-8152,1,845,-706,16352,0,4924,14440,0fe
690,690,0,0,4071,4156,0,1961,20085,17594,-12357,-8152,0,845,-706,16352,0,4924,14440,0fe
691,691,0,0,4071,4156,0,1961,20085,17594,-7672,-4068,1,1013,-1001,16352,0,4924,14440,0fe
692,692,0,0,4071,4156,0,1961,20085,17594,-7672,-4068,0,1013,-1001,16352,0,4924,14440,0fe
693,693,0,0,4071,4156,1,1961,20085,17594,-2050,567,1,1062,-1210,16352,0,4728,15407,198
694,694,0,0,4071,4156,1,1961,20085,17594,-2050,567,0,1062,-1210,16352,0,4728,15407,198
695,695,0,0,4071,4156,1,1961,20085,17594,3854,5331,1,997,-1343,16352,0,4728,15407,198
696,696,0,0,4071,4156,1,1961,20085,17594,3854,5331,0,997,-1343,16352,0,4728,15407,198
697,697,0,1,4071,4156,0,1961,20085,17594,9403,9823,1,824,-1404,16352,-21410,4728,8467,186
698,698,0,0,4071,4156,0,1961,20085,17594,9403,9823,0,824,-1404,16352,-21410,4728,8467,186
699,699,0,0,-4419,4812,0,1961,20085,17594,14069,13710,1,550,-1396,16352,-21410,4728,8467,186
700,700,0,0,-4419,4812,0,1961,20085,17594,14069,13710,0,550,-1396,16352,-21410,4728,8467,186
701,701,0,0,-4419,4812,0,1961,20085,17594,17494,16753,1,186,-1319,16352,-21410,4856,-2947,12b
702,702,0,0,-4419,4812,0,1961,20085,17594,17494,16753,0,186,-1319,16352,-21410,4856,-2947,12b
703,703,0,0,-4419,4812,0,1961,20085,17594,19539,18826,1,-235,-1188,16352,-21410,4856,-2947,12b
704,704,0,0,-4419,4812,0,1961,20085,17594,19539,18826,0,-235,-1188,16352,-21410,4856,-2947,12b
705,705,0,0,-4419,4812,0,1961,10020,13735,20279,19910,1,-659,-1031,16300,0,4856,-13054,12f
706,706,0,0,-4419,4812,0,1961,10020,13735,20279,19910,0,-659,-1031,16300,0,4856,-13054,12f
707,707,0,0,-4419,4812,0,1961,10020,13735,19972,20085,1,-1031,-890,16300,0,4856,-13054,12f
708,708,0,0,-4419,4812,0,1961,10020,13735,19972,20085,0,-1031,-890,16300,0,4856,-13054,12f
709,709,0,0,-4419,4812,1,1961,10020,13735,19006,19502,1,-1310,-801,16300,0,4984,-16776,092
710,710,0,0,-4419,4812,1,1961,10020,13735,19006,19502,0,-1310,-801,16300,0,4984,-16776,092
711,711,0,0,-4419,4812,1,1961,10020,13735,17816,18359,1,-1489,-780,16300,0,4984,-16776,092
712,712,0,0,-4419,4812,1,1961,10020,13735,17816,18359,0,-1489,-780,16300,0,4984,-16776,092
713,713,0,1,-4419,4812,0,1961,10020,13735,16810,16870,1,-1572,-823,16300,21354,4984,-12357,028
714,714,0,0,-4419,4812,0,1961,10020,13735,16810,16870,0,-1572,-823,16300,21354,4984,-12357,028
715,715,0,0,4836,3689,0,1961,10020,13735,16293,15249,1,-1574,-913,16300,21354,4984,-12357,028
716,716,0,0,4836,3689,0,1961,10020,13735,16293,15249,0,-1574,-913,16300,21354,4984,-12357,028
717,717,0,0,4836,3689,0,1961,10020,13735,16413,13688,1,-1513,-1027,16300,0,5320,-2050,037
718,718,0,0,4836,3689,0,1961,10020,13735,16413,13688,0,-1513,-1027,16300,0,5320,-2050,037
719,719,0,0,4836,3689,0,1961,10020,13735,17140,12356,1,-1415,-1134,16300,0,5320,-2050,037
720,720,0,0,4836,3689,0,1961,10020,13735,17140,12356,0,-1415,-1134,16300,0,5320,-2050,037
721,721,0,0,4836,3689,0,1961,-12943,18855,18265,11389,1,-1304,-1207,16384,0,5320,9403,05f
722,722,0,0,4836,3689,0,1961,-12943,18855,18265,11389,0,-1304,-1207,16384,0,5320,9403,05f
723,723,0,0,4836,3689,0,1961,-12943,18855,19446,10893,1,-1201,-1220,16384,0,5320,9403,05f
724,724,0,0,4836,3689,0,1961,-12943,18855,19446,10893,0,-1201,-1220,16384,0,5320,9403,05f
725,725,0,0,4836,3689,1,1961,-12943,18855,20264,10935,1,-1120,-1154,16384,0,5656,17494,171
726,726,0,0,4836,3689,1,1961,-12943,18855,20264,10935,0,-1120,-1154,16384,0,5656,17494,171
727,727,0,0,4836,3689,1,1961,-12943,18855,20304,11542,1,-1068,-1000,16384,0,5656,17494,171
728,728,0,0,4836,3689,1,1961,-12943,18855,20304,11542,0,-1068,-1000,16384,0,5656,17494,171
729,729,0,1,4836,3689,0,1961,-12943,18855,19230,12690,1,-1042,-761,16384,13858,5656,20279,1c6
730,730,0,0,4836,3689,0,1961,-12943,18855,19230,12690,0,-1042,-761,16384,13858,5656,20279,1c6
731,731,0,0,-5559,-5211,0,1961,-12943,18855,16854,14299,1,-1030,-453,16384,13858,5656,20279,1c6
732,732,0,0,-5559,-5211,0,1961,-12943,18855,16854,14299,0,-1030,-453,16384,13858,5656,20279,1c6
