Sample in Buffer,Sample in Window,TRIGGER,yq[17:0],yi[17:0],fifo3_data_Q[15:0],fifo3_data_I[15:0],adc_valid,adc_data_q1[11:0],adc_data_i1[11:0],w[15:0],e[15:0],u[15:0],yqk[17:0],yik[17:0],<const0>_1,<const0>_2,<const0>_3,<const0>_4,<const0>_5,<const0>_6,<const0>_7,<const0>_8,<const0>_9,<const0>_10,<const0>_11,<const0>_12,<const0>_13,<const0>_14,<const0>_15,<const0>_16,<const0>_17,<const0>_18,<const0>_19,<const0>_20,<const0>_21,<const0>_22,<const0>_23,<const0>_24,<const0>_25,<const0>_26,<const0>_27,<const0>_28,<const0>_29,<const0>_30,<const0>_31,<const0>_32,<const0>_33,<const0>_34,<const0>_35,<const0>_36,<const0>_37,<const0>_38,<const0>
Radix - UNSIGNED,UNSIGNED,UNSIGNED,SIGNED,SIGNED,SIGNED,SIGNED,HEX,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
7663,7663,0,-21442,-13269,-11954,2847,1,1189,1045,16383,0,22362,-19021,15865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7664,7664,0,-21442,-13269,-11954,2847,0,1189,1045,16383,0,22362,-19021,15865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7665,7665,0,-21442,-13269,-11954,2847,1,1356,1026,16383,0,22362,-19021,15865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7666,7666,0,-21442,-13269,-15272,14617,0,1356,1026,16383,0,22482,-9295,16216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7667,7667,0,-21442,-13269,-15272,14617,1,1368,1026,16383,0,22482,-9295,16216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7668,7668,0,-21442,-13269,-15272,14617,0,1368,1026,16383,0,22482,-9295,16216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7669,7669,0,-21442,-13269,-15272,14617,1,1229,1039,16383,0,22482,-9295,16216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7670,7670,0,-21442,-13269,-10539,22990,0,1229,1039,16383,-6928,22482,1995,8247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7671,7671,0,-21442,-13269,-10539,22990,1,941,1053,16383,-6928,22482,1995,8247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7672,7672,0,-21442,-13269,-10539,22990,0,941,1053,16383,-6928,22482,1995,8247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7673,7673,0,-21442,-13269,-10539,22990,1,524,1055,16383,-6928,22482,1995,8247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7674,7674,0,-21442,-13269,46,25944,0,524,1055,16383,-18710,22486,11164,-3822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7675,7675,0,-21442,-13269,46,25944,1,30,1041,16383,-18710,22486,11164,-3822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7676,7676,0,-21442,-13269,46,25944,0,30,1041,16383,-18710,22486,11164,-3822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7677,7677,0,-21442,-13269,46,25944,1,-465,1017,16383,-18710,22486,11164,-3822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7678,7678,0,-9295,16216,10979,23237,0,-465,1017,16310,0,22486,14589,-13894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7679,7679,0,-9295,16216,10979,23237,1,-888,997,16310,0,22486,14589,-13894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7680,7680,0,-9295,16216,10979,23237,0,-888,997,16310,0,22486,14589,-13894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7681,7681,0,-9295,16216,10979,23237,1,-1200,1001,16310,0,22486,14589,-13894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7682,7682,0,-9295,16216,16415,15991,0,-1200,1001,16310,0,22490,10599,-17104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7683,7683,0,-9295,16216,16415,15991,1,-1387,1045,16310,0,22490,10599,-17104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7684,7684,0,-9295,16216,16415,15991,0,-1387,1045,16310,0,22490,10599,-17104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7685,7685,0,-9295,16216,16415,15991,1,-1457,1132,16310,0,22490,10599,-17104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7686,7686,0,-9295,16216,13387,6220,0,-1457,1132,16310,27780,22490,862,-12137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7687,7687,0,-9295,16216,13387,6220,1,-1429,1249,16310,27780,22490,862,-12137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7688,7688,0,-9295,16216,13387,6220,0,-1429,1249,16310,27780,22490,862,-12137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7689,7689,0,-9295,16216,13387,6220,1,-1333,1375,16310,27780,22490,862,-12137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7690,7690,0,-9295,16216,3382,-3593,0,-1333,1375,16310,6756,22786,-9787,-1278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7691,7691,0,-9295,16216,3382,-3593,1,-1204,1484,16310,6756,22786,-9787,-1278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7692,7692,0,-9295,16216,3382,-3593,0,-1204,1484,16310,6756,22786,-9787,-1278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7693,7693,0,-9295,16216,3382,-3593,1,-1074,1546,16310,6756,22786,-9787,-1278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7694,7694,0,10599,-17104,-8565,-10942,0,-1074,1546,16410,0,22786,-15739,11260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7695,7695,0,10599,-17104,-8565,-10942,1,-971,1531,16410,0,22786,-15739,11260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7696,7696,0,10599,-17104,-8565,-10942,0,-971,1531,16410,0,22786,-15739,11260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7697,7697,0,10599,-17104,-8565,-10942,1,-916,1415,16410,0,22786,-15739,11260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7698,7698,0,10599,-17104,-16617,-13880,0,-916,1415,16410,0,23082,-13522,21312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7699,7699,0,10599,-17104,-16617,-13880,1,-916,1186,16410,0,23082,-13522,21312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7700,7700,0,10599,-17104,-16617,-13880,0,-916,1186,16410,0,23082,-13522,21312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7701,7701,0,10599,-17104,-16617,-13880,1,-964,849,16410,0,23082,-13522,21312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7702,7702,0,10599,-17104,-17073,-11634,0,-964,849,16410,9886,23082,-3943,26209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7703,7703,0,10599,-17104,-17073,-11634,1,-1046,427,16410,9886,23082,-3943,26209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7704,7704,0,10599,-17104,-17073,-11634,0,-1046,427,16410,9886,23082,-3943,26209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7705,7705,0,10599,-17104,-17073,-11634,1,-1139,-29,16410,9886,23082,-3943,26209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7706,7706,0,10599,-17104,-9881,-4941,0,-1139,-29,16410,-6764,22978,8103,25183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7707,7707,0,10599,-17104,-9881,-4941,1,-1221,-452,16410,-6764,22978,8103,25183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7708,7708,0,10599,-17104,-9881,-4941,0,-1221,-452,16410,-6764,22978,8103,25183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7709,7709,0,10599,-17104,-9881,-4941,1,-1275,-789,16410,-6764,22978,8103,25183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7710,7710,0,-13522,21312,1857,4151,0,-1275,-789,16357,0,22978,16237,18946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7711,7711,0,-13522,21312,1857,4151,1,-1300,-1009,16357,0,22978,16237,18946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7712,7712,0,-13522,21312,1857,4151,0,-1300,-1009,16357,0,22978,16237,18946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7713,7713,0,-13522,21312,1857,4151,1,-1303,-1102,16357,0,22978,16237,18946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7714,7714,0,-13522,21312,13757,13018,0,-1303,-1102,16357,0,22874,15944,9469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7715,7715,0,-13522,21312,13757,13018,1,-1293,-1067,16357,0,22874,15944,9469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7716,7716,0,-13522,21312,13757,13018,0,-1293,-1067,16357,0,22874,15944,9469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7717,7717,0,-13522,21312,13757,13018,1,-1269,-911,16357,0,22874,15944,9469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7718,7718,0,-13522,21312,22158,19353,0,-1269,-911,16357,-5802,22874,7267,-946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7719,7719,0,-13522,21312,22158,19353,1,-1227,-649,16357,-5802,22874,7267,-946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7720,7720,0,-13522,21312,22158,19353,0,-1227,-649,16357,-5802,22874,7267,-946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7721,7721,0,-13522,21312,22158,19353,1,-1165,-304,16357,-5802,22874,7267,-946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7722,7722,0,-13522,21312,25248,21785,0,-1165,-304,16357,-19586,22982,-5239,-9486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7723,7723,0,-13522,21312,25248,21785,1,-1091,89,16357,-19586,22982,-5239,-9486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7724,7724,0,-13522,21312,25248,21785,0,-1091,89,16357,-19586,22982,-5239,-9486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7725,7725,0,-13522,21312,25248,21785,1,-1019,486,16357,-19586,22982,-5239,-9486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7726,7726,0,15944,9469,23064,20045,0,-1019,486,16307,0,22982,-15415,-14009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7727,7727,0,15944,9469,23064,20045,1,-969,840,16307,0,22982,-15415,-14009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7728,7728,0,15944,9469,23064,20045,0,-969,840,16307,0,22982,-15415,-14009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7729,7729,0,15944,9469,23064,20045,1,-955,1129,16307,0,22982,-15415,-14009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7730,7730,0,15944,9469,16794,14772,0,-955,1129,16307,0,23090,-18534,-13315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7731,7731,0,15944,9469,16794,14772,1,-978,1347,16307,0,23090,-18534,-13315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7732,7732,0,15944,9469,16794,14772,0,-978,1347,16307,0,23090,-18534,-13315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7733,7733,0,15944,9469,16794,14772,1,-1032,1501,16307,0,23090,-18534,-13315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7734,7734,0,15944,9469,8065,7203,0,-1032,1501,16307,23014,23090,-13338,-7685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7735,7735,0,15944,9469,8065,7203,1,-1104,1593,16307,23014,23090,-13338,-7685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7736,7736,0,15944,9469,8065,7203,0,-1104,1593,16307,23014,23090,-13338,-7685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7737,7737,0,15944,9469,8065,7203,1,-1184,1631,16307,23014,23090,-13338,-7685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7738,7738,0,15944,9469,-1483,-1078,0,-1184,1631,16307,7888,23398,-2184,1175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7739,7739,0,15944,9469,-1483,-1078,1,-1257,1622,16307,7888,23398,-2184,1175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7740,7740,0,15944,9469,-1483,-1078,0,-1257,1622,16307,7888,23398,-2184,1175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7741,7741,0,15944,9469,-1483,-1078,1,-1300,1571,16307,7888,23398,-2184,1175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7742,7742,0,-18534,-13315,-10328,-8402,0,-1300,1571,16414,0,23398,10552,10658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7743,7743,0,-18534,-13315,-10328,-8402,1,-1292,1472,16414,0,23398,10552,10658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7744,7744,0,-18534,-13315,-10328,-8402,0,-1292,1472,16414,0,23398,10552,10658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7745,7745,0,-18534,-13315,-10328,-8402,1,-1215,1310,16414,0,23398,10552,10658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7746,7746,0,-18534,-13315,-17167,-13423,0,-1215,1310,16414,0,23706,20571,18135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7747,7747,0,-18534,-13315,-17167,-13423,1,-1048,1059,16414,0,23706,20571,18135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7748,7748,0,-18534,-13315,-17167,-13423,0,-1048,1059,16414,0,23706,20571,18135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7749,7749,0,-18534,-13315,-17167,-13423,1,-769,698,16414,0,23706,20571,18135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7750,7750,0,-18534,-13315,-21146,-15581,0,-769,698,16414,-8874,23706,25436,21907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7751,7751,0,-18534,-13315,-21146,-15581,1,-381,235,16414,-8874,23706,25436,21907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7752,7752,0,-18534,-13315,-21146,-15581,0,-381,235,16414,-8874,23706,25436,21907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7753,7753,0,-18534,-13315,-21146,-15581,1,68,-273,16414,-8874,23706,25436,21907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7754,7754,0,-18534,-13315,-22124,-15401,0,68,-273,16414,-8874,23586,24682,21359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7755,7755,0,-18534,-13315,-22124,-15401,1,491,-738,16414,-8874,23586,24682,21359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7756,7756,0,-18534,-13315,-22124,-15401,0,491,-738,16414,-8874,23586,24682,21359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7757,7757,0,-18534,-13315,-22124,-15401,1,815,-1083,16414,-8874,23586,24682,21359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7758,7758,0,20571,18135,-20767,-14294,0,815,-1083,16349,0,23586,19253,16874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7759,7759,0,20571,18135,-20767,-14294,1,1013,-1279,16349,0,23586,19253,16874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7760,7760,0,20571,18135,-20767,-14294,0,1013,-1279,16349,0,23586,19253,16874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7761,7761,0,20571,18135,-20767,-14294,1,1092,-1335,16349,0,23586,19253,16874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7762,7762,0,20571,18135,-18323,-13812,0,1092,-1335,16349,0,23466,10894,9674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7763,7763,0,20571,18135,-18323,-13812,1,1058,-1261,16349,0,23466,10894,9674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7764,7764,0,20571,18135,-18323,-13812,0,1058,-1261,16349,0,23466,10894,9674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7765,7765,0,20571,18135,-18323,-13812,1,897,-1045,16349,0,23466,10894,9674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7766,7766,0,20571,18135,-16152,-14694,0,897,-1045,16349,0,23466,1168,1186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7767,7767,0,20571,18135,-16152,-14694,1,590,-669,16349,0,23466,1168,1186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7768,7768,0,20571,18135,-16152,-14694,0,590,-669,16349,0,23466,1168,1186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7769,7769,0,20571,18135,-16152,-14694,1,157,-161,16349,0,23466,1168,1186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
