Sample in Buffer,Sample in Window,TRIGGER,data_out_valid,data_out_Q[15:0],data_out_I[15:0],out_valid,div[15:0],yq[17:0],yi[17:0],fir_data_Q[15:0],fir_data_I[15:0],adc_valid,adc_data_q1[11:0],adc_data_i1[11:0],w[15:0],e[15:0],u[15:0],clk_4MHz,<const0>_1,<const0>_2,<const0>_3,<const0>_4,<const0>_5,<const0>_6,<const0>_7,<const0>_8,<const0>_9,<const0>_10,<const0>_11,<const0>_12,<const0>_13,<const0>_14,<const0>_15,<const0>_16,<const0>_17,<const0>_18,<const0>_19,<const0>_20,<const0>_21,<const0>_22,<const0>_23,<const0>
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,SIGNED,SIGNED,HEX,SIGNED,SIGNED,SIGNED,SIGNED,HEX,HEX,SIGNED,SIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
3095,3095,0,0,3879,-4271,1,1961,-20938,1847,-23053,e8e6,1,860,-1290,400b,dc12,5c1e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3096,3096,0,0,3879,-4271,0,1961,-20938,1847,-22901,f5f6,0,860,-1290,400b,dc12,5bf2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3097,3097,0,0,3879,-4271,0,1961,-20938,1847,-22901,f5f6,1,1069,-1102,400b,dc12,5bf2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3098,3098,0,0,3994,-4602,0,1961,-20938,1847,-21179,01c4,0,1069,-1102,400b,dc12,5bf2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3099,3099,0,0,3994,-4602,0,1961,-20938,1847,-21179,01c4,1,1230,-878,400b,dc12,5bf2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3100,3100,0,0,3994,-4602,0,1961,1809,20100,-17947,0b91,0,1230,-878,3f70,0000,5bf2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3101,3101,0,0,3994,-4602,0,1961,1809,20100,-17947,0b91,1,1333,-620,3f70,0000,5bf2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3102,3102,0,0,3994,-4602,0,1961,1809,20100,-13399,12c1,0,1333,-620,3f70,0000,5bf2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3103,3103,0,0,3994,-4602,0,1961,1809,20100,-13399,12c1,1,1375,-327,3f70,0000,5bf2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3104,3104,0,0,3994,-4602,0,1961,1809,20100,-7861,16e2,0,1375,-327,3f70,0000,5bc6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3105,3105,0,0,3994,-4602,0,1961,1809,20100,-7861,16e2,1,1354,8,3f70,0000,5bc6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3106,3106,0,1,3994,-4602,0,1961,1809,20100,-1760,17b0,0,1354,8,3f70,0000,5bc6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3107,3107,0,0,3994,-4602,0,1961,1809,20100,-1760,17b0,1,1270,379,3f70,0000,5bc6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3108,3108,0,0,3994,-4602,1,1961,1809,20100,4408,1519,0,1270,379,3f70,0000,5bc6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3109,3109,0,0,3994,-4602,1,1961,1809,20100,4408,1519,1,1121,762,3f70,0000,5bc6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3110,3110,0,0,3994,-4602,1,1961,1809,20100,10131,0f42,0,1121,762,3f70,0000,5bc6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3111,3111,0,0,3994,-4602,1,1961,1809,20100,10131,0f42,1,921,1119,3f70,0000,5bc6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3112,3112,0,0,3994,-4602,0,1961,1809,20100,14933,0684,0,921,1119,3f70,0000,5e06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3113,3113,0,0,3994,-4602,0,1961,1809,20100,14933,0684,1,698,1410,3f70,0000,5e06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3114,3114,0,0,4658,4011,0,1961,1809,20100,18426,fb68,0,698,1410,3f70,0000,5e06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3115,3115,0,0,4658,4011,0,1961,1809,20100,18426,fb68,1,479,1608,3f70,0000,5e06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3116,3116,0,0,4658,4011,0,1961,1085,20117,20351,eea5,0,479,1608,4000,0000,5e06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3117,3117,0,0,4658,4011,0,1961,1085,20117,20351,eea5,1,278,1692,4000,0000,5e06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3118,3118,0,0,4658,4011,0,1961,1085,20117,20604,e10e,0,278,1692,4000,0000,5e06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3119,3119,0,0,4658,4011,0,1961,1085,20117,20604,e10e,1,102,1648,4000,0000,5e06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3120,3120,0,0,4658,4011,0,1961,1085,20117,19246,d38c,0,102,1648,4000,0000,6046,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3121,3121,0,0,4658,4011,0,1961,1085,20117,19246,d38c,1,-45,1461,4000,0000,6046,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3122,3122,0,1,4658,4011,0,1961,1085,20117,16480,c70a,0,-45,1461,4000,0000,6046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3123,3123,0,0,4658,4011,0,1961,1085,20117,16480,c70a,1,-164,1110,4000,0000,6046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3124,3124,0,0,4658,4011,1,1961,1085,20117,12630,bc65,0,-164,1110,4000,eaf8,6046,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3125,3125,0,0,4658,4011,1,1961,1085,20117,12630,bc65,1,-256,590,4000,eaf8,6046,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3126,3126,0,0,4658,4011,1,1961,1085,20117,8086,b45d,0,-256,590,4000,eaf8,6046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3127,3127,0,0,4658,4011,1,1961,1085,20117,8086,b45d,1,-314,-47,4000,eaf8,6046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3128,3128,0,0,4658,4011,0,1961,1085,20117,3259,af80,0,-314,-47,4000,eaf8,6046,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3129,3129,0,0,4658,4011,0,1961,1085,20117,3259,af80,1,-328,-684,4000,eaf8,6046,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3130,3130,0,0,-4276,-4433,0,1961,1085,20117,-1474,ae27,0,-328,-684,4000,eaf8,6046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3131,3131,0,0,-4276,-4433,0,1961,1085,20117,-1474,ae27,1,-301,-1201,4000,eaf8,6046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3132,3132,0,0,-4276,-4433,0,1961,19917,-2318,-5813,b06b,0,-301,-1201,3fab,0000,6046,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3133,3133,0,0,-4276,-4433,0,1961,19917,-2318,-5813,b06b,1,-249,-1533,3fab,0000,6046,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3134,3134,0,0,-4276,-4433,0,1961,19917,-2318,-9557,b629,0,-249,-1533,3fab,0000,6046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3135,3135,0,0,-4276,-4433,0,1961,19917,-2318,-9557,b629,1,-186,-1676,3fab,0000,6046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3136,3136,0,0,-4276,-4433,0,1961,19917,-2318,-12623,bf01,0,-186,-1676,3fab,0000,6046,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3137,3137,0,0,-4276,-4433,0,1961,19917,-2318,-12623,bf01,1,-114,-1644,3fab,0000,6046,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3138,3138,0,1,-4276,-4433,0,1961,19917,-2318,-15032,ca63,0,-114,-1644,3fab,0000,6046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3139,3139,0,0,-4276,-4433,0,1961,19917,-2318,-15032,ca63,1,-27,-1437,3fab,0000,6046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3140,3140,0,0,-4276,-4433,1,1961,19917,-2318,-16885,d79c,0,-27,-1437,3fab,ca8a,6046,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3141,3141,0,0,-4276,-4433,1,1961,19917,-2318,-16885,d79c,1,73,-1046,3fab,ca8a,6046,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3142,3142,0,0,-4276,-4433,1,1961,19917,-2318,-18333,e5dd,0,73,-1046,3fab,ca8a,6046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3143,3143,0,0,-4276,-4433,1,1961,19917,-2318,-18333,e5dd,1,175,-492,3fab,ca8a,6046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3144,3144,0,0,-4276,-4433,0,1961,19917,-2318,-19532,f44a,0,175,-492,3fab,ca8a,619a,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3145,3145,0,0,-4276,-4433,0,1961,19917,-2318,-19532,f44a,1,258,147,3fab,ca8a,619a,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3146,3146,0,0,4290,3976,0,1961,19917,-2318,-20611,0205,0,258,147,3fab,ca8a,619a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3147,3147,0,0,4290,3976,0,1961,19917,-2318,-20611,0205,1,297,750,3fab,ca8a,619a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3148,3148,0,0,4290,3976,0,1961,-2945,-20801,-21640,0e36,0,297,750,3f2a,0000,619a,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3149,3149,0,0,4290,3976,0,1961,-2945,-20801,-21640,0e36,1,280,1219,3f2a,0000,619a,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3150,3150,0,0,4290,3976,0,1961,-2945,-20801,-22618,1815,0,280,1219,3f2a,0000,619a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3151,3151,0,0,4290,3976,0,1961,-2945,-20801,-22618,1815,1,204,1521,3f2a,0000,619a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3152,3152,0,0,4290,3976,0,1961,-2945,-20801,-23472,1ef4,0,204,1521,3f2a,0000,62ee,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3153,3153,0,0,4290,3976,0,1961,-2945,-20801,-23472,1ef4,1,72,1676,3f2a,0000,62ee,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3154,3154,0,1,4290,3976,0,1961,-2945,-20801,-24073,2247,0,72,1676,3f2a,0000,62ee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3155,3155,0,0,4290,3976,0,1961,-2945,-20801,-24073,2247,1,-121,1706,3f2a,0000,62ee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3156,3156,0,0,4290,3976,1,1961,-2945,-20801,-24264,21b3,0,-121,1706,3f2a,f240,62ee,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3157,3157,0,0,4290,3976,1,1961,-2945,-20801,-24264,21b3,1,-371,1624,3f2a,f240,62ee,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3158,3158,0,0,4290,3976,1,1961,-2945,-20801,-23894,1d15,0,-371,1624,3f2a,f240,62ee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3159,3159,0,0,4290,3976,1,1961,-2945,-20801,-23894,1d15,1,-662,1441,3f2a,f240,62ee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3160,3160,0,0,4290,3976,0,1961,-2945,-20801,-22854,1491,0,-662,1441,3f2a,a99a,6646,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3161,3161,0,0,4290,3976,0,1961,-2945,-20801,-22854,1491,1,-957,1180,3f2a,a99a,6646,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3162,3162,0,0,3955,-4620,0,1961,-2945,-20801,-21108,0899,0,-957,1180,3f2a,a99a,6646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3163,3163,0,0,3955,-4620,0,1961,-2945,-20801,-21108,0899,1,-1220,867,3f2a,a99a,6646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3164,3164,0,0,3955,-4620,0,1961,-20227,1952,-18709,f9ef,0,-1220,867,3ea6,0000,6646,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3165,3165,0,0,3955,-4620,0,1961,-20227,1952,-18709,f9ef,1,-1420,528,3ea6,0000,6646,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3166,3166,0,0,3955,-4620,0,1961,-20227,1952,-15809,e99f,0,-1420,528,3ea6,0000,6646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3167,3167,0,0,3955,-4620,0,1961,-20227,1952,-15809,e99f,1,-1537,181,3ea6,0000,6646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3168,3168,0,0,3955,-4620,0,1961,-20227,1952,-12643,d8ee,0,-1537,181,3ea6,0000,699e,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3169,3169,0,0,3955,-4620,0,1961,-20227,1952,-12643,d8ee,1,-1559,-164,3ea6,0000,699e,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3170,3170,0,1,3955,-4620,0,1961,-20227,1952,-9505,c93e,0,-1559,-164,3ea6,0000,699e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3171,3171,0,0,3955,-4620,0,1961,-20227,1952,-9505,c93e,1,-1480,-506,3ea6,0000,699e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3172,3172,0,0,3955,-4620,1,1961,-20227,1952,-6711,bbf0,0,-1480,-506,3ea6,d7f2,699e,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3173,3173,0,0,3955,-4620,1,1961,-20227,1952,-6711,bbf0,1,-1306,-837,3ea6,d7f2,699e,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3174,3174,0,0,3955,-4620,1,1961,-20227,1952,-4559,b23b,0,-1306,-837,3ea6,d7f2,699e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3175,3175,0,0,3955,-4620,1,1961,-20227,1952,-4559,b23b,1,-1056,-1136,3ea6,d7f2,699e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3176,3176,0,0,3955,-4620,0,1961,-20227,1952,-3286,ad06,0,-1056,-1136,3ea6,d7f2,6f06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3177,3177,0,0,3955,-4620,0,1961,-20227,1952,-3286,ad06,1,-763,-1380,3ea6,d7f2,6f06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3178,3178,0,0,-4101,4196,0,1961,-20227,1952,-3039,acca,0,-763,-1380,3ea6,d7f2,6f06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3179,3179,0,0,-4101,4196,0,1961,-20227,1952,-3039,acca,1,-469,-1548,3ea6,d7f2,6f06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3180,3180,0,0,-4101,4196,0,1961,20117,-2703,-3847,b17e,0,-469,-1548,3f5f,0000,6f06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3181,3181,0,0,-4101,4196,0,1961,20117,-2703,-3847,b17e,1,-213,-1623,3f5f,0000,6f06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3182,3182,0,0,-4101,4196,0,1961,20117,-2703,-5621,ba94,0,-213,-1623,3f5f,0000,6f06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3183,3183,0,0,-4101,4196,0,1961,20117,-2703,-5621,ba94,1,-21,-1591,3f5f,0000,6f06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3184,3184,0,0,-4101,4196,0,1961,20117,-2703,-8158,c705,0,-21,-1591,3f5f,0000,746e,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3185,3185,0,0,-4101,4196,0,1961,20117,-2703,-8158,c705,1,96,-1437,3f5f,0000,746e,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3186,3186,0,1,-4101,4196,0,1961,20117,-2703,-11165,d56a,0,96,-1437,3f5f,0000,746e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3187,3187,0,0,-4101,4196,0,1961,20117,-2703,-11165,d56a,1,138,-1147,3f5f,0000,746e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3188,3188,0,0,-4101,4196,1,1961,20117,-2703,-14298,e429,0,138,-1147,3f5f,ca20,746e,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3189,3189,0,0,-4101,4196,1,1961,20117,-2703,-14298,e429,1,111,-711,3f5f,ca20,746e,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3190,3190,0,0,-4101,4196,1,1961,20117,-2703,-17198,f1a2,0,111,-711,3f5f,ca20,746e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3191,3191,0,0,-4101,4196,1,1961,20117,-2703,-17198,f1a2,1,30,-152,3f5f,ca20,746e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3192,3192,0,0,-4101,4196,0,1961,20117,-2703,-19535,fc5e,0,30,-152,3f5f,ca20,76f2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3193,3193,0,0,-4101,4196,0,1961,20117,-2703,-19535,fc5e,1,-71,447,3f5f,ca20,76f2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3194,3194,0,0,-4246,-4451,0,1961,20117,-2703,-21047,0338,0,-71,447,3f5f,ca20,76f2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3195,3195,0,0,-4246,-4451,0,1961,20117,-2703,-21047,0338,1,-148,980,3f5f,ca20,76f2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3196,3196,0,0,-4246,-4451,0,1961,-4196,-20986,-21564,0578,0,-148,980,3f28,0000,76f2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3197,3197,0,0,-4246,-4451,0,1961,-4196,-20986,-21564,0578,1,-169,1370,3f28,0000,76f2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3198,3198,0,0,-4246,-4451,0,1961,-4196,-20986,-21024,02e4,0,-169,1370,3f28,0000,76f2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3199,3199,0,0,-4246,-4451,0,1961,-4196,-20986,-21024,02e4,1,-118,1597,3f28,0000,76f2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3200,3200,0,0,-4246,-4451,0,1961,-4196,-20986,-19476,fbbe,0,-118,1597,3f28,0000,7976,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3201,3201,0,0,-4246,-4451,0,1961,-4196,-20986,-19476,fbbe,1,7,1670,3f28,0000,7976,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3202,3202,0,1,-4246,-4451,0,1961,-4196,-20986,-17065,f0b2,0,7,1670,3f28,0000,7976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3203,3203,0,0,-4246,-4451,0,1961,-4196,-20986,-17065,f0b2,1,205,1596,3f28,0000,7976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3204,3204,0,0,-4246,-4451,1,1961,-4196,-20986,-14015,e2bf,0,205,1596,3f28,eb18,7976,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3205,3205,0,0,-4246,-4451,1,1961,-4196,-20986,-14015,e2bf,1,465,1375,3f28,eb18,7976,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3206,3206,0,0,-4246,-4451,1,1961,-4196,-20986,-10598,d316,0,465,1375,3f28,eb18,7976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3207,3207,0,0,-4246,-4451,1,1961,-4196,-20986,-10598,d316,1,758,1022,3f28,eb18,7976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3208,3208,0,0,-4246,-4451,0,1961,-4196,-20986,-7106,c2fd,0,758,1022,3f28,eb18,7cd6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3209,3209,0,0,-4246,-4451,0,1961,-4196,-20986,-7106,c2fd,1,1037,590,3f28,eb18,7cd6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3210,3210,0,0,-3943,4217,0,1961,-4196,-20986,-3818,b3ae,0,1037,590,3f28,eb18,7cd6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3211,3211,0,0,-3943,4217,0,1961,-4196,-20986,-3818,b3ae,1,1258,161,3f28,eb18,7cd6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3212,3212,0,0,-3943,4217,0,1961,-21408,2932,-979,a643,0,1258,161,3fac,0000,7cd6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3213,3213,0,0,-3943,4217,0,1961,-21408,2932,-979,a643,1,1396,-184,3fac,0000,7cd6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3214,3214,0,0,-3943,4217,0,1961,-21408,2932,1220,9ba4,0,1396,-184,3fac,0000,7cd6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3215,3215,0,0,-3943,4217,0,1961,-21408,2932,1220,9ba4,1,1448,-394,3fac,0000,7cd6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3216,3216,0,0,-3943,4217,0,1961,-21408,2932,2652,9481,0,1448,-394,3fac,0000,7cd6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3217,3217,0,0,-3943,4217,0,1961,-21408,2932,2652,9481,1,1426,-451,3fac,0000,7cd6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3218,3218,0,1,-3943,4217,0,1961,-21408,2932,3253,9146,0,1426,-451,3fac,0000,7cd6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3219,3219,0,0,-3943,4217,0,1961,-21408,2932,3253,9146,1,1335,-355,3fac,0000,7cd6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3220,3220,0,0,-3943,4217,1,1961,-21408,2932,3025,9221,0,1335,-355,3fac,0000,00de,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3221,3221,0,0,-3943,4217,1,1961,-21408,2932,3025,9221,1,1176,-112,3fac,0000,00de,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
