Sample in Buffer,Sample in Window,TRIGGER,data_out_valid,data_out_Q[15:0],data_out_I[15:0],out_valid,div[15:0],yq[17:0],yi[17:0],fir_data_Q[15:0],fir_data_I[15:0],adc_valid,adc_data_q1[11:0],adc_data_i1[11:0],w[15:0],e[15:0],u[15:0],clk_4MHz,<const0>_1,<const0>_2,<const0>_3,<const0>_4,<const0>_5,<const0>_6,<const0>_7,<const0>_8,<const0>_9,<const0>_10,<const0>_11,<const0>_12,<const0>_13,<const0>_14,<const0>_15,<const0>_16,<const0>_17,<const0>_18,<const0>_19,<const0>_20,<const0>_21,<const0>_22,<const0>_23,<const0>
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,SIGNED,SIGNED,HEX,SIGNED,SIGNED,SIGNED,SIGNED,HEX,HEX,SIGNED,SIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
7759,7759,0,0,-4989,-199,0,1961,-19629,16424,-6265,adee,1,53,1495,3f81,0000,0c92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7760,7760,0,0,-4989,-199,0,1961,-19629,16424,-7381,aec2,0,53,1495,3f81,3534,0c92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7761,7761,0,0,-4989,-199,0,1961,-19629,16424,-7381,aec2,1,57,1675,3f81,3534,0c92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7762,7762,0,1,-4989,-199,0,1961,-19629,16424,-7667,afe7,0,57,1675,3f81,3534,0c92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7763,7763,0,0,-4989,-199,0,1961,-19629,16424,-7667,afe7,1,64,1749,3f81,3534,0c92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7764,7764,0,0,-4989,-199,1,1961,-19629,16424,-7230,b0e7,0,64,1749,3f81,645e,0e8e,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7765,7765,0,0,-4989,-199,1,1961,-19629,16424,-7230,b0e7,1,71,1735,3f81,645e,0e8e,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7766,7766,0,0,-4989,-199,1,1961,-19629,16424,-6227,b14d,0,71,1735,3f81,645e,0e8e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7767,7767,0,0,-4989,-199,1,1961,-19629,16424,-6227,b14d,1,74,1651,3f81,645e,0e8e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7768,7768,0,0,-4989,-199,0,1961,21850,-398,-4845,b0bc,0,74,1651,4191,0000,0e8e,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7769,7769,0,0,-4989,-199,0,1961,21850,-398,-4845,b0bc,1,71,1519,4191,0000,0e8e,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7770,7770,0,0,-491,-1077,0,1961,21850,-398,-3275,aefb,0,71,1519,4191,0000,0e8e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7771,7771,0,0,-491,-1077,0,1961,21850,-398,-3275,aefb,1,62,1371,4191,0000,0e8e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7772,7772,0,0,-491,-1077,0,1961,21850,-398,-1704,ac10,0,62,1371,4191,0000,108a,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7773,7773,0,0,-491,-1077,0,1961,21850,-398,-1704,ac10,1,55,1241,4191,0000,108a,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7774,7774,0,0,-491,-1077,0,1961,21850,-398,-301,a84a,0,55,1241,4191,0000,108a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7775,7775,0,0,-491,-1077,0,1961,21850,-398,-301,a84a,1,56,1165,4191,0000,108a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7776,7776,0,0,-491,-1077,0,1961,21850,-398,781,a444,0,56,1165,4191,ea10,108a,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7777,7777,0,0,-491,-1077,0,1961,21850,-398,781,a444,1,68,1164,4191,ea10,108a,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7778,7778,0,1,-491,-1077,0,1961,21850,-398,1418,a0d8,0,68,1164,4191,ea10,108a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7779,7779,0,0,-491,-1077,0,1961,21850,-398,1418,a0d8,1,90,1241,4191,ea10,108a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7780,7780,0,0,-491,-1077,1,1961,21850,-398,1508,9f05,0,90,1241,4191,ea10,0a46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7781,7781,0,0,-491,-1077,1,1961,21850,-398,1508,9f05,1,121,1373,4191,ea10,0a46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7782,7782,0,0,-491,-1077,1,1961,21850,-398,982,9fc8,0,121,1373,4191,ea10,0a46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7783,7783,0,0,-491,-1077,1,1961,21850,-398,982,9fc8,1,157,1522,4191,ea10,0a46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7784,7784,0,0,-491,-1077,0,1961,5817,10668,-190,a3e9,0,157,1522,3fa8,0000,0a46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7785,7785,0,0,-491,-1077,0,1961,5817,10668,-190,a3e9,1,192,1651,3fa8,0000,0a46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7786,7786,0,0,6041,2214,0,1961,5817,10668,-1991,abd4,0,192,1651,3fa8,0000,0a46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7787,7787,0,0,6041,2214,0,1961,5817,10668,-1991,abd4,1,217,1729,3fa8,0000,0a46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7788,7788,0,0,6041,2214,0,1961,5817,10668,-4351,b771,0,217,1729,3fa8,0000,0402,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7789,7789,0,0,6041,2214,0,1961,5817,10668,-4351,b771,1,221,1731,3fa8,0000,0402,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7790,7790,0,0,6041,2214,0,1961,5817,10668,-7143,c612,0,221,1731,3fa8,0000,0402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7791,7791,0,0,6041,2214,0,1961,5817,10668,-7143,c612,1,199,1634,3fa8,0000,0402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7792,7792,0,0,6041,2214,0,1961,5817,10668,-10183,d676,0,199,1634,3fa8,0000,0402,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7793,7793,0,0,6041,2214,0,1961,5817,10668,-10183,d676,1,149,1419,3fa8,0000,0402,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7794,7794,0,1,6041,2214,0,1961,5817,10668,-13247,e6e9,0,149,1419,3fa8,0000,0402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7795,7795,0,0,6041,2214,0,1961,5817,10668,-13247,e6e9,1,69,1067,3fa8,0000,0402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7796,7796,0,0,6041,2214,1,1961,5817,10668,-16085,f57b,0,69,1067,3fa8,b2e8,0562,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7797,7797,0,0,6041,2214,1,1961,5817,10668,-16085,f57b,1,-38,580,3fa8,b2e8,0562,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7798,7798,0,0,6041,2214,1,1961,5817,10668,-18448,0048,0,-38,580,3fa8,b2e8,0562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7799,7799,0,0,6041,2214,1,1961,5817,10668,-18448,0048,1,-154,3,3fa8,b2e8,0562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7800,7800,0,0,6041,2214,0,1961,13599,11500,-20114,05c2,0,-154,3,3ecb,0000,0562,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7801,7801,0,0,6041,2214,0,1961,13599,11500,-20114,05c2,1,-250,-572,3ecb,0000,0562,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7802,7802,0,0,400,-7522,0,1961,13599,11500,-20919,04fc,0,-250,-572,3ecb,0000,0562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7803,7803,0,0,400,-7522,0,1961,13599,11500,-20919,04fc,1,-302,-1046,3ecb,0000,0562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7804,7804,0,0,400,-7522,0,1961,13599,11500,-20776,fddf,0,-302,-1046,3ecb,0000,06c2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7805,7805,0,0,400,-7522,0,1961,13599,11500,-20776,fddf,1,-300,-1372,3ecb,0000,06c2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7806,7806,0,0,400,-7522,0,1961,13599,11500,-19690,f13f,0,-300,-1372,3ecb,0000,06c2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7807,7807,0,0,400,-7522,0,1961,13599,11500,-19690,f13f,1,-242,-1550,3ecb,0000,06c2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7808,7808,0,0,400,-7522,0,1961,13599,11500,-17762,e0cf,0,-242,-1550,3ecb,19f0,06c2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7809,7809,0,0,400,-7522,0,1961,13599,11500,-17762,e0cf,1,-129,-1600,3ecb,19f0,06c2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7810,7810,0,1,400,-7522,0,1961,13599,11500,-15172,cef4,0,-129,-1600,3ecb,19f0,06c2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7811,7811,0,0,400,-7522,0,1961,13599,11500,-15172,cef4,1,41,-1531,3ecb,19f0,06c2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7812,7812,0,0,400,-7522,1,1961,13599,11500,-12163,be70,0,41,-1531,3ecb,d79c,0b96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7813,7813,0,0,400,-7522,1,1961,13599,11500,-12163,be70,1,260,-1351,3ecb,d79c,0b96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7814,7814,0,0,400,-7522,1,1961,13599,11500,-9005,b205,0,260,-1351,3ecb,d79c,0b96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7815,7815,0,0,400,-7522,1,1961,13599,11500,-9005,b205,1,509,-1080,3ecb,d79c,0b96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7816,7816,0,0,400,-7522,0,1961,9171,-17803,-5968,ac08,0,509,-1080,3f5e,0000,0b96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7817,7817,0,0,400,-7522,0,1961,9171,-17803,-5968,ac08,1,766,-758,3f5e,0000,0b96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7818,7818,0,0,-6586,1829,0,1961,9171,-17803,-3279,ae03,0,766,-758,3f5e,0000,0b96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7819,7819,0,0,-6586,1829,0,1961,9171,-17803,-3279,ae03,1,1004,-437,3f5e,0000,0b96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7820,7820,0,0,-6586,1829,0,1961,9171,-17803,-1104,b872,0,1004,-437,3f5e,0000,106a,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7821,7821,0,0,-6586,1829,0,1961,9171,-17803,-1104,b872,1,1204,-168,3f5e,0000,106a,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7822,7822,0,0,-6586,1829,0,1961,9171,-17803,472,caa5,0,1204,-168,3f5e,0000,106a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7823,7823,0,0,-6586,1829,0,1961,9171,-17803,472,caa5,1,1359,16,3f5e,0000,106a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7824,7824,0,0,-6586,1829,0,1961,9171,-17803,1446,e2cb,0,1359,16,3f5e,2ab8,106a,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7825,7825,0,0,-6586,1829,0,1961,9171,-17803,1446,e2cb,1,1471,106,3f5e,2ab8,106a,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7826,7826,0,1,-6586,1829,0,1961,9171,-17803,1889,fe2d,0,1471,106,3f5e,2ab8,106a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7827,7827,0,0,-6586,1829,0,1961,9171,-17803,1889,fe2d,1,1548,109,3f5e,2ab8,106a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7828,7828,0,0,-6586,1829,1,1961,9171,-17803,1927,1985,0,1548,109,3f5e,2ab8,12f2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7829,7829,0,0,-6586,1829,1,1961,9171,-17803,1927,1985,1,1594,44,3f5e,2ab8,12f2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7830,7830,0,0,-6586,1829,1,1961,9171,-17803,1710,3175,0,1594,44,3f5e,2ab8,12f2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7831,7831,0,0,-6586,1829,1,1961,9171,-17803,1710,3175,1,1613,-61,3f5e,2ab8,12f2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7832,7832,0,0,-6586,1829,0,1961,-7191,-20217,1387,42fb,0,1613,-61,40aa,0000,12f2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7833,7833,0,0,-6586,1829,0,1961,-7191,-20217,1387,42fb,1,1603,-170,40aa,0000,12f2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7834,7834,0,0,2201,-1080,0,1961,-7191,-20217,1078,4be1,0,1603,-170,40aa,0000,12f2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7835,7835,0,0,2201,-1080,0,1961,-7191,-20217,1078,4be1,1,1568,-253,40aa,0000,12f2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7836,7836,0,0,2201,-1080,0,1961,-7191,-20217,853,4b05,0,1568,-253,40aa,0000,157a,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7837,7837,0,0,2201,-1080,0,1961,-7191,-20217,853,4b05,1,1508,-292,40aa,0000,157a,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7838,7838,0,0,2201,-1080,0,1961,-7191,-20217,725,4087,0,1508,-292,40aa,0000,157a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7839,7839,0,0,2201,-1080,0,1961,-7191,-20217,725,4087,1,1421,-275,40aa,0000,157a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7840,7840,0,0,2201,-1080,0,1961,-7191,-20217,648,2dbf,0,1421,-275,40aa,0000,157a,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7841,7841,0,0,2201,-1080,0,1961,-7191,-20217,648,2dbf,1,1302,-190,40aa,0000,157a,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7842,7842,0,1,2201,-1080,0,1961,-7191,-20217,530,150b,0,1302,-190,40aa,0000,157a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7843,7843,0,0,2201,-1080,0,1961,-7191,-20217,530,150b,1,1148,-35,40aa,0000,157a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7844,7844,0,0,2201,-1080,1,1961,-7191,-20217,253,f979,0,1148,-35,40aa,0000,12d2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7845,7845,0,0,2201,-1080,1,1961,-7191,-20217,253,f979,1,959,185,40aa,0000,12d2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7846,7846,0,0,2201,-1080,1,1961,-7191,-20217,-305,de5a,0,959,185,40aa,0000,12d2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7847,7847,0,0,2201,-1080,1,1961,-7191,-20217,-305,de5a,1,744,445,40aa,0000,12d2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7848,7848,0,0,2201,-1080,0,1961,1554,-24976,-1247,c6cd,0,744,445,4000,0000,12d2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7849,7849,0,0,2201,-1080,0,1961,1554,-24976,-1247,c6cd,1,520,716,4000,0000,12d2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7850,7850,0,0,-171,-79,0,1961,1554,-24976,-2634,b558,0,520,716,4000,0000,12d2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7851,7851,0,0,-171,-79,0,1961,1554,-24976,-2634,b558,1,311,970,4000,0000,12d2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7852,7852,0,0,-171,-79,0,1961,1554,-24976,-4471,ab9c,0,311,970,4000,0000,102a,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7853,7853,0,0,-171,-79,0,1961,1554,-24976,-4471,ab9c,1,142,1187,4000,0000,102a,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7854,7854,0,0,-171,-79,0,1961,1554,-24976,-6705,aa24,0,142,1187,4000,0000,102a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7855,7855,0,0,-171,-79,0,1961,1554,-24976,-6705,aa24,1,27,1363,4000,0000,102a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7856,7856,0,0,-171,-79,0,1961,1554,-24976,-9228,b068,0,27,1363,4000,c77a,102a,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7857,7857,0,0,-171,-79,0,1961,1554,-24976,-9228,b068,1,-30,1494,4000,c77a,102a,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7858,7858,0,1,-171,-79,0,1961,1554,-24976,-11888,bcf5,0,-30,1494,4000,c77a,102a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7859,7859,0,0,-171,-79,0,1961,1554,-24976,-11888,bcf5,1,-34,1580,4000,c77a,102a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7860,7860,0,0,-171,-79,1,1961,1554,-24976,-14512,cdaf,0,-34,1580,4000,eab4,102a,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7861,7861,0,0,-171,-79,1,1961,1554,-24976,-14512,cdaf,1,9,1625,4000,eab4,102a,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7862,7862,0,0,-171,-79,1,1961,1554,-24976,-16928,e02b,0,9,1625,4000,eab4,102a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7863,7863,0,0,-171,-79,1,1961,1554,-24976,-16928,e02b,1,81,1637,4000,eab4,102a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7864,7864,0,0,-171,-79,0,1961,-17012,-1450,-18986,f208,0,81,1637,3faa,0000,102a,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7865,7865,0,0,-171,-79,0,1961,-17012,-1450,-18986,f208,1,159,1619,3faa,0000,102a,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7866,7866,0,0,-1725,154,0,1961,-17012,-1450,-20580,014a,0,159,1619,3faa,0000,102a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7867,7867,0,0,-1725,154,0,1961,-17012,-1450,-20580,014a,1,217,1572,3faa,0000,102a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7868,7868,0,0,-1725,154,0,1961,-17012,-1450,-21660,0c94,0,217,1572,3faa,0000,102a,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7869,7869,0,0,-1725,154,0,1961,-17012,-1450,-21660,0c94,1,236,1500,3faa,0000,102a,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7870,7870,0,0,-1725,154,0,1961,-17012,-1450,-22238,134b,0,236,1500,3faa,0000,102a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7871,7871,0,0,-1725,154,0,1961,-17012,-1450,-22238,134b,1,199,1409,3faa,0000,102a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7872,7872,0,0,-1725,154,0,1961,-17012,-1450,-22382,159e,0,199,1409,3faa,0000,102a,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7873,7873,0,0,-1725,154,0,1961,-17012,-1450,-22382,159e,1,94,1301,3faa,0000,102a,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7874,7874,0,1,-1725,154,0,1961,-17012,-1450,-22206,1463,0,94,1301,3faa,0000,102a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7875,7875,0,0,-1725,154,0,1961,-17012,-1450,-22206,1463,1,-76,1175,3faa,0000,102a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7876,7876,0,0,-1725,154,1,1961,-17012,-1450,-21850,10e0,0,-76,1175,3faa,0000,1182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7877,7877,0,0,-1725,154,1,1961,-17012,-1450,-21850,10e0,1,-300,1032,3faa,0000,1182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7878,7878,0,0,-1725,154,1,1961,-17012,-1450,-21457,0c8f,0,-300,1032,3faa,0000,1182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7879,7879,0,0,-1725,154,1,1961,-17012,-1450,-21457,0c8f,1,-556,878,3faa,0000,1182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7880,7880,0,0,-1725,154,0,1961,-11207,-18229,-21151,08cd,0,-556,878,4000,0000,1182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7881,7881,0,0,-1725,154,0,1961,-11207,-18229,-21151,08cd,1,-823,715,4000,0000,1182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7882,7882,0,0,7371,-1086,0,1961,-11207,-18229,-21022,06a0,0,-823,715,4000,0000,1182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7883,7883,0,0,7371,-1086,0,1961,-11207,-18229,-21022,06a0,1,-1073,546,4000,0000,1182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7884,7884,0,0,7371,-1086,0,1961,-11207,-18229,-21107,068a,0,-1073,546,4000,0000,12da,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7885,7885,0,0,7371,-1086,0,1961,-11207,-18229,-21107,068a,1,-1286,379,4000,0000,12da,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7886,7886,0,0,7371,-1086,0,1961,-11207,-18229,-21389,0875,0,-1286,379,4000,0000,12da,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7887,7887,0,0,7371,-1086,0,1961,-11207,-18229,-21389,0875,1,-1452,224,4000,0000,12da,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
